4kLUm6dYdq,BELASTUNG STUFEI,Productivity_Change,Gender,neighborhood,Number_of_Virtual_Meetings,Work_Location,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Work_Life_Balance_Rating,Zugang zu Ressourcen für psychische Gesundheit
Healthcare,G_High,No Change,Non-binary,Africa,13,Onsite,37,4,35,5,No
Consulting,Medium,Increase,Prefer not to say,South America,15,Onsite,31,2,60,2,Lg_No
Healthcare,Medium,Decrease,Non-binary,Africa,1,Onsite,38,3,46,1,nTlE_No
Healthcare,Low,Decrease,Prefer not to say,Asia,3,Onsite,46,9,57,3,No
Finance,Medium,Increase,Prefer not to say,South America,7,Onsite,98,1,40,2,No
1T,High,No Change,Female,Asia,13,d_Remote,43,3,36,3,Yes
Finance,High,Decrease,Non-binary,South America,15,Remote,38,2,56,4,Yes
Finance,8zfP_Low,No Change,Female,Oceania,12,Onsite,47,2,33,2,No
Education,High,Decrease,Male,South America,4,Hybrid,27,2,51,5,No
Manufacturing,Medium,Increase,Non-binary,Africa,1,7im_Hybrid,49,1,40,1,No
F.,High,No Change,Male,North America,11,Remote,33,3,28,4,Yes
nw4n_Consulting,High,No Change,Male,Oceania,12,On.,42,1,26,4,No
Retail,Medium,No Change,Prefer not to say,Europe,10,Hybrid,59,5,39,2,Yes
Finance,High,No Change,Male,North America,15,Hybrid,28,3,23,1,Yes
Healthcare,Medium,Increase,Non-binary,Europe,8,Hybr.,49,5,30,2,No
Finance,n1D7_Low,Increase,Non-binary,Oceania,3,Onsite,28,9,41,5,No
Manufacturing,L.,Increase,Non-binary,Africa,13,Onsite,56,4,47,2,Yes
Retail,Medium,Decrease,Male,North America,10,Onsite,35,9,44,2,No
Consulting,Low,Increase,Female,South America,6,Onsite,42,4,48,1,No
Education,Medium,Decrease,Prefer not to say,Europe,8,intercrossed,34,8,35,2,Yes
Finance,High,No Change,Male,Ocea.,9,Hybrid,22,5,37,5,No.
Manufacturing,Medium,Decrease,Prefer not to say,South America,11,Onsite,38,2,37,4,Yes
manufacture,Medium,Decrease,Female,South America,10,Remote,47,3,49,1,C_Yes
Finance,High,No Change,Female,Europe,9,Remote,42,7,52,5,Yes
Healthcare,Low,Increase,Male,Asia,15,Remote,76,2,22,4,No
Healthcare,High,Increase,Non-binary,Europe,3,Hybrid,41,2,34,1,No
Manufacturing,Low,No Change,Male,Europe,6,Remote,79,1,44,1,No
Healthcare,Medium,Increase,Female,South America,4,Onsite,51,10,26,3,Yes
Retail,Medium,Increase,Female,Africa,14,G_Onsite,95,5,39,4,Z72w_No
Education,Low,Increase,Non-binary,Oceania,12,Hybrid,27,2,50,1,No
Education,Cgi_Low,Increase,Female,North America,4,Onsite,46,5,53,2,No.
Finance,Medium,Decrease,Non-binary,North America,15,Onsite,48,7,40,1,No
Education,Low,Decrease,Female,Europe,6,Onsite,36,5,52,2,Yes
Consulting,Medium,No Change,Male,Asia,10,Remote,21,1,24,3,No
Manufacturing,k8p_Medium,Increase,Female,Africa,2,Hybrid,83,2,50,3,No
6_Finance,Medium,No Change,Female,Europe,11,Hybrid,25,5,33,3,No
Education,Medium,Decrease,Non-binary,Oceania,9,Hybrid,23,1,32,5,Yes
Education,Low,No Change,Prefer not to say,Africa,5,Hybrid,59,4,40,3,N.
Retail,Low,No Change,Non-binary,Asia,15,Onsite,81,5,39,1,No
Healthcare,High,No Change,Prefer not to say,Europe,6,On.,37,3,59,4,Yes
Manufacturing,Low,Increase,Non-binary,Afr.,2,Hybrid,98,5,53,1,Yes
Finance,High,Decrease,Non-binary,Oceania,14,Remote,27,3,34,1,No
Education,High,Decrease,Male,Oceania,7,Hybrid,51,1,58,5,Yes
Manufacturing,Low,Decrease,Prefer not to say,North America,4,Remote,46,3,40,4,Yes
Retail,Medium,No Change,Male,Oceania,2,Hybrid,31,5,49,1,Yes
Consulting,Low,No Change,Prefer not to say,North America,4,Remote,22,2,42,5,No
Consulting,Medium,No Change,Male,North America,0,Onsite,31,3,22,1,Yes
Retail,Low,Decrease,Male,Africa,0,Onsite,49,2,51,3,Yes
Manufacturing,Medium,Increase,Female,Oceania,4,Remote,52,5,34,3,No
IT,Low,No Change,Prefer not to say,Europe,9,Remote,30,5,56,3,No
IT,Medium,No Change,Prefer not to say,Asia,1,Hybrid,54,4,59,3,Yes
Education,Medium,No Change,Male,South America,1,Onsite,49,2,49,4,Yes
Manufacturing,fjx_Medium,Decrease,Non-binary,Oceania,12,Remote,47,1,33,2,No
IT,High,Decrease,Female,Asia,5,Remote,22,4,52,1,Yes
TWjI_Manufacturing,Medium,No Change,Prefer not to say,Europe,2,Hybrid,39,4,52,4,Yes
Manufacturing,Low,No Change,Non-binary,in the south the americas,8,Onsite,35,5,24,1,No
Manufacturing,High,Increase,Non-binary,Europe,0,Onsite,24,2,27,1,Yes
Heal.,High,Decrease,Female,pM_North America,14,Onsite,53,5,25,1,No
Finance,Low,No Change,Female,Tw_Africa,3,Onsite,48,3,53,5,No
Retail,Qss_High,No Change,Prefer not to say,Asia,9,Onsite,40,4,39,1,Yes
IT,High,Increase,Male,South America,14,Onsite,58,3,50,1,Yes
Education,Lo.,No Change,Non-binary,Africa,6,H.,36,2,56,1,No
Retail,Medium,Decrease,Female,South America,15,Onsite,28,2,33,1,Yes
Consulting,High,Decrease,Non-binary,Oceania,2,Hybrid,59,1,35,1,No
Healt.,High,No Change,Non-binary,North America,13,Remote,34,5,49,1,Yes
Retail,Medium,No Change,Male,Oceania,1,Onsite,30,2,23,2,Yes
Re.,Medium,No Change,Prefer not to say,Europe,11,Onsite,43,4,48,1,Yes
Manufacturing,Medium,Decrease,Female,Europe,3,Hybrid,26,5,31,2,No
Retail,Medium,No Change,Non-binary,Asia,5,Hyb.,21,3,52,5,Yes
Manufacturing,Low,Decrease,Male,North America,4,Hybrid,52,4,51,3,Yes
Manufacturing,High,Increase,Male,Africa,1,Onsite,52,4,43,3,No
Finance,High,Decrease,Male,South America,11,Remote,24,2,53,2,Yes
Finance,Low,Decrease,Male,South America,6,Onsite,38,5,36,4,No
Finance,Medium,Decrease,Female,Oceania,14,Hybrid,50,8,24,1,Yes
Manufacturing,Medium,No Change,Prefer not to say,Africa,7,Hybrid,36,1,45,2,No
Healthcare,High,Increase,Male,Asia,5,Hybrid,56,2,28,2,No
Education,Low,Decrease,Male,Europe,9,Onsite,96,4,35,4,No
Manufacturing,High,Decrease,Male,South-America,11,Hybrid,57,3,55,4,Yes
Healthcare,High,Decrease,Male,Asia,6,Onsite,26,1,32,4,Yes
Consulting,Medium,No Change,Male,Asia,1,Onsite,46,3,22,4,No
y_IT,Medium,No Change,Male,Oceania,13,Onsite,26,3,34,5,No
IT,High,Increase,Prefer not to say,Oceania,7,Remote,32,2,29,1,Yes
Finance,Low,Increase,Female,5outh America,15,Onsite,80,1,29,4,No
Manufacturing,Medium,Increase,Female,Oceania,6,Hybrid,92,8,31,1,No
Education,High,Decrease,Prefer not to say,Europe,3,0nsite,31,2,49,5,Yes
Retail,Medium,No Change,Prefer not to say,Africa,2,Hybrid,38,3,25,2,Yes
Retail,Medium,Increase,Prefer not to say,Africa,6,Hybrid,45,1,52,4,Y.
Consulting,High,Increase,Female,Asia,4,Hybrid,30,4,47,2,Yes
Consu.,Medium,Increase,Male,Europe,10,Hybrid,35,2,25,4,Yes
Education,Low,No Change,Prefer not to say,Europe,7,Remote,28,4,48,5,Yes
Healthcare,High,No Change,Non-binary,oceanica,1,Hybrid,45,2,44,4,No
Education,Medium,No Change,Female,North America,10,Remote,36,3,53,1,Yes
Manufacturing,Low,Increase,Female,Asia,12,Remote,34,3,36,4,Yes
Healthcare,High,Decrease,Female,Europe,11,Remote,20,5,40,4,8zbT_No
Consulting,Low,Decrease,Male,Asia,3,Remote,37,5,33,4,No
Education,High,Decrease,Male,Europe,13,Hybrid,36,3,43,4,Yes
Manufacturing,Medium,Decrease,Prefer not to say,Asia,4,Hybr.,32,4,41,4,Yes
Retail,low-toned,Decrease,Female,Europe,11,Onsite,35,2,53,3,No
Finance,High,Increase,Prefer not to say,North America,0,e_Hybrid,49,2,59,2,No
Finance,Low,Decrease,Female,North America,1,Hybrid,50,4,27,5,No
Education,High,No Change,Non-binary,North America,15,Hybrid,57,1,42,5,No
Finance,Medium,No Change,Male,Africa,12,Onsite,59,3,46,5,Yes
Finance,Medium,Increase,Female,South America,7,Hybrid,44,2,47,1,No.
Ed.,Medium,Decrease,Male,South America,12,Hybrid,55,2,34,3,Yes
Retail,Low,Decrease,Male,North America,15,Rem.,45,4,50,4,Yes
IT,Medium,Decrease,Male,South America,8,O.,53,2,28,2,No
IT,High,Decrease,Non-binary,Europe,7,Hybrid,24,2,45,4,Yes
Education,High,Increase,Female,South America,5,Onsite,36,3,40,1,No
Consulting,Medium,No Change,Male,Asia,6,Hybrid,37,1,35,1,Yes
Education,Medium,No Change,Prefer not to say,Oceania,4,Onsite,55,2,32,3,Yes
Manufacturing,High,Increase,Female,North America,6,Onsite,93,1,45,3,atomic number 102
Manufacturing,Hi.,Decrease,Male,Oceania,11,Remote,42,2,22,5,No
Consulting,Low,Increase,Prefer not to say,South America,5,Hybrid,35,1,44,3,Yes
xXcm_Education,High,Decrease,Female,Oceania,7,Onsite,26,2,54,3,R2_No
IT,Med.,Increase,Prefer not to say,Europe,14,Remote,36,1,52,3,No
I.,High,Decrease,Female,Europe,13,Remote,35,3,35,5,No
Manufacturing,Low,Increase,Non-binary,Asia,8,Remote,28,2,35,4,Yes
Retail,High,No Change,Non-binary,Oceania,10,Onsite,47,1,51,3,Yes
Healthcare,Medium,Increase,Non-binary,South.America,4,Onsite,52,8,41,2,No
Consulting,Medium,Decrease,Non-binary,Africa,5,Hybrid,55,4,26,4,Yes
IT,Medium,Increase,Male,Africa,10,Remote,26,5,29,2,No
Healthcare,Low,No Change,Male,Africa,6,Onsite,32,3,27,3,No
Retail,Low,Decrease,Male,Asia,3,Hybr.,93,2,39,1,Yes
Retail,Low,No Change,Male,Europe,10,Hybrid,36,1,29,2,No
Co.,Medium,Increase,Prefer not to say,ac_South America,10,Remote,37,3,28,1,Yes
Retail,Medium,No Change,Non-binary,South America,9,Onsite,55,4,48,3,Yes
Manufacturing,Low,No Change,Non-binary,Europe,3,Hybrid,46,5,22,2,No
Finance,Low,Decrease,Female,Asia,0,Hybrid,21,3,38,4,No
Manufacturing,Medium,Decrease,Male,Europe,11,Remote,47,1,34,1,Yes
Healthcare,Low,Decrease,Female,Oceania,5,Hybrid,33,5,36,1,Yes
R.,Medium,Increase,Male,Africa,7,Hybrid,88,3,47,1,Yes
IT,Low,Increase,Female,Oceania,0,Onsite,47,3,41,1,Yes
Healthcare,Low,No Change,Prefer not to say,Africa,11,Onsite,37,2,42,1,Yes
Manufacturing,Medium,Increase,Male,South America,0,Hybrid,28,1,22,2,No
IT,Medium,Increase,Male,Africa,3,H.,31,1,48,2,No
Oa_Consulting,High,No Change,Female,Asia,9,Onsite,56,1,28,1,No
IT,High,Decrease,Prefer not to say,North America,15,Remote,50,2,22,2,No
IT,Low,No Change,Male,Oceania,7,Hybrid,59,2,58,4,Yes
Finance,high-topped,Increase,Male,Oceania,0,Hybrid,53,5,37,3,No
Consulting,High,Increase,Non-binary,North America,15,Remote,48,2,58,1,No.
Consulting,Low,Increase,Female,Europe,10,Onsite,45,3,47,1,No
IT,Low,Increase,Prefer not to say,South America,11,Remote,46,5,40,4,No
Consulting,Low,Decrease,Female,Oceania,0,Onsite,28,1,54,4,Yes
Retail,Low,Increase,Prefer not to say,O.,3,9y_Onsite,50,1,54,1,No
Education,M.,Increase,Female,North America,7,Hybrid,21,2,34,4,Yes
Manufacturing,Medium,No Change,Female,Africa,8,Remote,40,5,49,1,Yes
Manufacturing,High,No Change,Female,Africa,11,Remote,32,3,53,4,No
Education,High,Decrease,Male,Oceania,4,Remote,54,2,38,4,Yes
Education,wQb5_Low,Decrease,Non-binary,South America,13,Hybrid,30,4,47,2,Yes
IT,High,Decrease,Non-binary,Africa,4,Onsite,48,1,41,3,Yes
Consulting,Low,Increase,Non-binary,Africa,14,Onsite,33,3,54,2,Yes
Consulting,High,Increase,Non-binary,Oceania,8,Hybrid,23,4,22,4,No
Education,High,Decrease,Male,ruo_Europe,2,Onsite,38,1,47,2,N.
Retail,Medium,No Change,Prefer not to say,Asia,6,Remote,23,1,58,2,Yes
Healthcare,High,No Change,Prefer not to say,South America,4,Hybrid,49,3,39,5,Y.
Education,High,Increase,Prefer not to say,Oceania,5,Onsite,42,1,24,1,atomic number 102
IT,High,Increase,Female,Africa,1,Hybrid,26,5,38,3,No
Retail,Low,Decrease,Male,Oceania,6,Remote,60,8,27,1,Yes
Education,low-toned,No Change,Female,Europe,5,Remote,28,5,46,1,Yes
IT,Medium,Increase,Male,Europe,5,Onsite,86,3,39,3,Yes
Manufacturing,High,Increase,Female,Africa,10,Hybrid,21,3,30,2,Yes
IT,culture medium,Increase,Female,Oceania,14,Remote,60,4,57,5,Yes
IT,Low,Decrease,Male,Asia,5,0nsite,50,2,36,4,No
Retail,Low,Increase,Non-binary,Afr.,7,Onsite,26,4,51,2,Yes
Education,High,Decrease,Female,Europe,13,Onsite,44,1,31,2,No
Healthcare,Low,Increase,Prefer not to say,to the north the americas,0,Onsite,40,2,25,1,No
Education,Medium,No Change,Non-binary,Oceania,8,Remote,23,4,58,1,Yes
Consulting,High,Increase,Prefer not to say,Oceania,7,Hybrid,55,1,52,4,No
sLj_IT,Low,Decrease,Prefer not to say,South America,2,Onsite,94,2,22,5,No
Ret.,Low,Decrease,Non-binary,Oceania,4,Onsite,56,1,23,2,No
Healthcare,Low,No Change,Prefer not to say,South America,12,Onsite,82,5,28,1,No
Finance,Medium,No Change,Non-binary,Oceania,8,Remote,42,3,31,3,N.
Education,L.,Decrease,Non-binary,North America,4,Remote,51,4,36,3,N.
Manufacturing,Low,Increase,Female,Asia,12,Hybrid,52,2,48,1,Yes
Education,Low,Decrease,Female,Africa,2,Hybrid,49,4,23,2,kfsk_Yes
Healthcare,High,Increase,Non-binary,Oceania,3,Onsite,53,5,34,3,enbi_No
IT,Medium,No Change,Male,Africa,15,Onsite,50,4,47,1,No
Education,High,Decrease,Male,Europe,11,Onsite,57,1,25,2,Yes
Consulting,High,Increase,Prefer not to say,Africa,10,Hybrid,55,2,45,4,No
Retail,High,Increase,Male,Af.,12,Remote,53,4,25,5,No
Education,yTL2_Medium,Decrease,Female,Oceania,12,Hybrid,24,3,58,3,Yes
Healthcare,High,No Change,Prefer not to say,Africa,2,Remote,20,9,28,3,Yes
Education,Low,No Change,Prefer not to say,North America,13,Remote,58,3,58,4,No
Finance,High,Increase,Prefer not to say,Africa,3,Onsite,41,1,55,2,No
Consulting,Low,Decrease,Female,South America,4,Remote,54,5,28,5,No
Healthcare,Low,Decrease,Non-binary,Europe,2,Onsite,41,5,43,1,No
Finance,Medium,No Change,Non-binary,Asia,1,Hybrid,27,3,31,2,No
IT,High,No Change,Female,South America,4,Remote,57,1,47,4,No
Consulting,Low,No Change,Prefer not to say,Africa,1,O.,49,1,48,2,Yes
Retail,High,Increase,Female,Asia,14,Onsite,60,5,23,5,No
Finance,High,No Change,Prefer not to say,North America,13,Hybrid,25,4,23,3,No
Healthcare,High,Increase,Male,Asia,6,Remote,44,5,31,1,Yes
Healthcare,Medium,Increase,Non-binary,Europe,5,Hybrid,54,5,27,5,No
Consulting,Medium,Decrease,Female,South America,9,Hybrid,46,4,23,3,Yes
Education,High,No Change,Non-binary,Afr.,0,Remote,58,5,55,2,Yes
Healthcare,Low,Increase,Non-binary,North America,6,Hybrid,43,5,26,3,No
Ret.,Low,Increase,Male,Eu.,12,Onsite,45,8,45,5,No
Retail,Medium,No Change,Male,As.,4,Hybrid,52,1,30,3,Yes
Retail,High,Increase,Female,Africa,14,Remote,29,3,31,1,No
1T,Medium,Decrease,Male,Afr.,15,Onsite,22,3,28,2,Yes
Healthcare,4h_High,No Change,Female,Europe,7,Remote,54,5,30,5,No
Retail,High,No Change,Non-binary,Africa,10,Remote,50,3,22,1,No
Retail,High,Increase,Female,Asia,9,Hybrid,47,4,23,2,No
Finance,High,Decrease,Female,North America,5,Onsite,25,2,49,3,No
Manufacturing,high-topped,Increase,Female,Europe,6,Onsite,31,5,60,1,Yes
Consulting,Medium,No Change,Prefer not to say,Oceania,1,remote control,23,5,44,1,No
Healthcare,High,Decrease,Prefer not to say,d_Asia,8,Hybrid,76,9,31,2,Yes
IT,High,No Change,Prefer not to say,Africa,11,Hybrid,51,4,50,1,Bhl_No
Education,High,Increase,Non-binary,North America,9,Onsite,29,2,55,3,No
IT,Medium,Decrease,Non-binary,Oceania,10,Remote,37,8,50,4,Yes
Manufacturing,Medium,Decrease,Non-binary,Asia,14,Remote,27,4,54,4,Yes
Consulting,Medium,Decrease,Non-binary,Asia,12,Onsite,31,3,50,3,Yes
IT,High,No Change,Male,Asia,10,Onsite,30,2,49,4,Yes
IT,High,Decrease,Male,Oc.,10,Hybrid,27,7,48,3,Yes
1T,Low,Increase,Male,Oceania,2,N_Onsite,79,3,32,4,No
Manufacturing,Low,Decrease,Female,North America,15,Remote,32,3,26,5,No
Consulting,Medium,No Change,Non-binary,South America,12,Onsite,40,3,28,3,No
Manufacturing,Medium,Decrease,Non-binary,South America,4,Onsite,43,5,23,5,atomic number 102
Education,Low,Decrease,Non-binary,Europe,9,Remote,23,2,30,2,Yes
1CL_Healthcare,Medium,Increase,Non-binary,Oceania,8,Hybrid,22,3,48,4,Yes
IT,Medium,Increase,Prefer not to say,Oceania,15,Hybrid,32,3,56,3,Yes
Finance,High,Decrease,Prefer not to say,Europe,2,Remote,29,3,25,1,plvv_No
C_Education,High,Increase,Prefer not to say,North America,4,Onsite,56,8,35,1,Yes
Finance,High,No Change,Prefer not to say,North America,14,Remote,46,3,57,3,Yes
Consu.,Medium,Decrease,Male,Asia,2,Hybrid,58,8,37,5,Yes
Manufacturing,Low,Decrease,Female,North America,3,Onsite,52,4,60,1,Yes
Retail,High,Increase,Non-binary,South America,6,Onsite,55,1,53,5,No
Healthcare,High,Increase,Female,Africa,3,Hybrid,57,2,25,2,Yes
IT,Low,No Change,Prefer not to say,North_America,10,Onsite,92,3,32,1,No
Healthcare,Low,Decrease,Non-binary,Oceania,3,intercrossed,52,5,51,1,No
Consulting,Medium,Decrease,Prefer not to say,Europe,10,Ons.,33,5,38,2,Yes
Consulting,High,Decrease,Non-binary,South America,7,Hybrid,31,3,37,5,Yes
Education,Low,Decrease,Male,Africa,8,Onsite,85,3,33,1,No
Healthcare,Medium,No Change,Non-binary,North America,3,Hybrid,46,5,51,4,No
Consulting,Medium,No Change,Female,South America,3,Hybrid,51,4,29,3,Yes
Education,High,Decrease,Prefer not to say,Europe,5,Hybrid,33,4,46,4,cg51_Yes
Healthcare,High,Decrease,Male,Asia,10,Onsite,23,4,24,2,No
IT,Low,No Change,Prefer not to say,Asia,6,Remote,31,3,55,3,Yes
He.,Medium,Increase,Female,Europe,4,Remote,39,1,22,3,Yes
Finance,High,Decrease,Male,Oceania,13,Hybrid,30,4,39,2,No
Education,Medium,Decrease,Prefer not to say,Europe,8,0_Hybrid,94,5,44,4,Yes
IT,Low,Decrease,Prefer not to say,North America,9,Onsite,24,3,38,2,Yes
IT,High,Decrease,Male,Africa,11,Remote,30,4,36,3,Bpm_Yes
IT,Medium,Decrease,Female,Asia,8,Onsite,28,1,37,2,Yes
Retail,High,No Change,Prefer not to say,Europe,8,Onsite,58,10,26,4,No
Education,Medium,Decrease,Male,South America,5,Onsite,20,1,48,2,Y.
Ret.,High,Decrease,Non-binary,North America,12,Onsite,21,1,57,5,Yes
Finance,Medium,Decrease,Male,South America,14,Remote,98,5,45,5,No
Finance,Low,Decrease,Non-binary,Africa,2,Remote,22,4,49,2,Yes
manufacture,low-toned,Increase,Female,Asia,15,fC_Onsite,40,1,50,1,No
IT,Medium,Decrease,Female,Europe,13,Remote,58,2,45,4,Yes
Retail,High,Increase,Male,South America,10,Remote,36,1,51,2,No
Finance,High,No Change,Prefer not to say,Europe,14,Onsite,43,4,36,1,Yes
Manufacturing,High,Increase,Non-binary,Europe,15,Hybrid,43,4,33,5,Yes
Education,Low,Decrease,Non-binary,Oceania,0,Onsite,40,8,53,4,Yes
Education,High,No Change,Non-binary,iID_Oceania,2,remote control,40,1,31,5,Ye.
Retail,Medium,Increase,Prefer not to say,Europe,2,Remote,35,2,51,2,No
tiSV_Manufacturing,Medium,Increase,Male,fL_Europe,12,Remote,22,2,36,1,Yes
Education,Low,Increase,Prefer not to say,Europe,12,Hybrid,41,2,58,3,Yes
Healthcare,High,Decrease,Prefer not to say,North America,11,Remote,26,3,25,1,No
Manufacturing,High,No Change,Male,Europe,13,Remote,34,1,48,5,Yes
Education,High,No Change,Non-binary,Africa,4,Onsite,31,4,31,2,Yes
Retail,Hig.,Increase,Prefer not to say,South America,7,Onsite,85,5,32,1,No
Retail,Low,Increase,Prefer not to say,South America,15,Onsite,60,5,60,4,Yes
Healthcare,Low,No Change,Male,Asia,15,Hybrid,36,4,35,2,Yes
Healthcare,High,No Change,Non-binary,Asi.,9,Remote,21,5,53,1,No
Healthcare,High,Decrease,Female,Asia,13,Hybrid,40,4,53,2,No
Education,Low,No Change,Male,North America,4,Remote,60,4,31,2,No
Healthcare,Medium,No Change,Male,South America,3,Remo.,55,8,37,2,No
Education,High,Decrease,Female,Africa,15,Remote,28,3,46,5,Yes
IT,Low,Decrease,Male,North America,1,Hybrid,28,9,49,2,Yes
Retail,High,Decrease,Non-binary,Asia,13,Onsite,53,4,57,3,No
Healthcare,High,Increase,Female,Asia,10,Remote,38,5,58,5,Yes
Education,Low,No Change,Prefer not to say,North America,5,Remote,55,10,55,3,Yes
Manufacturing,culture medium,Increase,Male,South America,15,Remote,40,3,43,4,Yes
Retail,7E_High,No Change,Non-binary,South America,2,Onsite,33,5,33,5,Yes
Education,High,Decrease,Non-binary,North America,14,Hybrid,37,5,40,2,Yes
Consulting,Low,Decrease,Female,North America,9,Hybrid,54,1,48,3,Yes
Healthcare,Low,Increase,Male,Europe,6,intercrossed,31,4,60,1,No
ri_Healthcare,High,Increase,Prefer not to say,Europe,10,Remote,30,4,49,2,Yes
Education,Medium,Decrease,Prefer not to say,South America,6,Onsite,95,8,41,5,No
Finance,Low,No Change,Non-binary,Oceania,13,intercrossed,24,2,46,1,No
IT,Medium,No Change,Male,Asia,11,Hybrid,94,3,60,3,No
IT,Low,Decrease,Female,Africa,0,Hybrid,21,5,42,4,No
Manufacturing,Low,Decrease,Female,Oceania,4,Onsite,80,1,59,1,Yes
Manufacturing,High,No Change,Non-binary,South America,0,Onsite,89,10,29,2,Yes
Retail,High,No Change,Female,South America,15,Hybrid,21,5,28,5,No
IT,High,Decrease,Female,Oceania,8,On.,31,3,46,4,Yes
IT,Low,Decrease,Non-binary,North America,1,Remote,86,4,39,4,Yes
Retail,High,No Change,Female,Asia,0,Onsite,47,5,53,3,No
Consulting,low-toned,Increase,Male,Europe,7,Remote,31,3,53,2,No
Manufacturing,Medium,Increase,Male,Africa,11,Remote,45,1,23,2,No
Healthcare,Medium,No Change,Male,South America,0,Hybrid,27,5,41,2,No
Healthcare,Hi.,Increase,Prefer not to say,Africa,4,Remote,94,3,49,2,Yes
Education,Medium,Decrease,Female,Oceania,9,Onsite,50,3,48,1,atomic number 102
Consulting,Medium,Increase,Male,Europe,1,Onsite,37,1,33,3,No
IT,Low,No Change,Non-binary,Oceania,2,Remote,23,1,39,3,No
Healthcare,Low,Increase,Non-binary,bHTJ_Asia,10,Hybrid,27,3,52,2,Yes
IT,Low,No Change,Female,Asia,8,Hybrid,27,5,54,2,No
IT,Low,Decrease,Prefer not to say,Asia,0,Hybrid,50,1,31,1,Yes
Manufacturing,Medium,Increase,Female,Europe,14,Remote,57,4,52,3,No
IT,High,Decrease,Prefer not to say,Europe,12,Hybrid,32,1,51,1,Yes
Retail,Low,Increase,Female,Europe,2,Remote,50,3,31,1,Yes
Finance,Low,Increase,Male,Europe,8,Hybrid,57,3,33,1,Ye.
Education,High,Increase,Prefer not to say,Europe,3,Onsite,43,2,34,3,Yes
Healthcare,Me.,Decrease,Non-binary,q_Europe,9,Onsite,35,1,43,5,Yes
Manufacturing,High,No Change,Prefer not to say,Africa,14,Onsi.,35,1,39,5,Yes
Manufacturing,Medium,No Change,Male,Europe,2,Remote,42,2,42,1,No
Retail,High,Decrease,Female,Asia,1,Hybrid,46,1,56,3,No
Education,Low,Increase,Female,South America,9,Hybrid,41,2,35,1,v_Yes
Education,High,No Change,Female,Europe,8,Hybrid,53,1,37,5,8JkE_Yes
Healthcare,High,Increase,Female,Europe,9,Onsite,33,3,30,3,Yes
Education,Low,No Change,Prefer not to say,Oceania,7,Hybrid,59,3,50,5,No
Finance,High,No Change,Prefer not to say,South America,3,Remote,57,1,57,3,No
Manufacturing,low-toned,Decrease,Male,Europe,15,Onsite,43,5,45,1,No
IT,High,No Change,Prefer not to say,Africa,8,Remote,49,1,22,1,Yes
Consulting,Medium,Increase,Non-binary,Europe,0,Onsite,44,3,39,1,No
Retail,High,Decrease,Female,Eu.,13,Remo.,40,3,55,4,No
Healthcare,High,No Change,Prefer not to say,Africa,6,Remote,59,3,55,1,No
Finan.,High,Increase,Prefer not to say,South America,6,intercrossed,60,3,59,3,No
Healthcare,6_Low,Increase,Male,Africa,7,Onsite,29,8,44,1,No
Manufacturing,High,No Change,Male,Africa,12,Remote,47,5,22,3,Yes
Healthcare,Low,No Change,Prefer not to say,South America,10,Hybrid,38,4,23,4,No
Q_Healthcare,High,Decrease,Female,North America,6,Hybrid,51,3,22,5,Yes
