Work_Life_Balance_Rating,Industry,Gender,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Satisfaction_with_Remote_Work,Social_Isolation_Rating,Age
5,Retail,Non-binary,94,3,Neutral,5,52
3,Manufacturing,Male,52,4,Unsatisfied,3,51
3,Manufacturing,Male,83,4,Unsatisfied,4,43
2,Finance,Male,24,2,Unsatisfied,4,53
4,Finance,Male,38,5,Unsatisfied,2,36
1,Finance,Female,50,2,Unsatisfied,5,24
2,Manufacturing,Prefer not to say,36,1,Neutral,4,45
2,Health.,Male,56,2,Unsatisfied,1,28
4,Education,Male,42,4,Neutral,3,35
4,Manufa.,Male,57,3,Neutral,2,55
4,Healthcare,Male,26,1,Unsatisfied,1,32
4,Consulting,Male,46,7,Satisfied,9,80
5,IT,Male,26,10,Neutral,5,34
1,IT,Prefer not to say,32,2,Unsatisfied,1,29
4,Finance,Female,33,1,Unsatisfied,8,29
1,Manufacturing,Female,46,4,Satisfied,4,31
5,Education,Prefer not to say,31,2,Satisfied,10,49
2,Retail,Prefer not to say,38,3,Neutral,4,25
4,Retail,Prefer not to say,45,1,Unsatisfied,5,52
2,3x_Consulting,Female,30,4,Unsatisfied,2,47
4,Consulting,Male,90,2,Unsatisfied,5,25
5,Education,Prefer not to say,28,4,Satisfied,2,48
4,Healthcare,Non-binary,45,2,Satisfied,4,44
1,Education,Female,36,3,Neutral,4,53
4,Manufacturing,Female,34,7,Neutral,5,36
4,Healthcare,Female,92,5,Neutral,1,40
4,Consulting,Male,37,5,Neutral,2,33
4,Education,Male,36,3,Neutral,1,43
4,Manufacturing,Prefer not to say,32,4,Neutral,5,93
3,Retail,Female,35,2,Unsatisfied,5,53
2,Finance,Prefer not to say,49,2,Unsatisfied,10,59
5,Finance,Female,50,4,Neutral,3,27
5,Education,Non-binary,57,1,Neutral,4,42
5,Finance,Male,59,3,Unsatisfied,5,46
1,V_Finance,Female,44,2,Satisfied,4,47
3,Education,Male,55,2,Unsatisfied,1,34
4,Retail,Male,45,4,Neutral,5,85
2,IT,Male,53,2,Neutral,1,28
4,1T,Non-binary,24,2,Satisfied,5,45
1,Education,Female,36,3,Satisfied,3,40
1,Consulting,Male,96,1,Satisfied,4,35
3,Education,Prefer not to say,55,2,Neutral,4,32
3,Manufacturing,Female,29,1,Satisfied,1,45
5,Manufacturing,Male,42,2,Neutral,5,22
3,Consulting,Prefer not to say,35,1,Neutral,2,44
3,Education,Female,26,2,Neutral,2,54
3,L_IT,Prefer not to say,36,1,Satisfied,3,52
5,IT,Female,35,3,Neutral,3,35
4,e_Manufacturing,Non-binary,28,2,Satisfied,2,35
3,Retail,Non-binary,47,9,Neutral,2,51
2,H.,Non-binary,52,2,Unsatisfied,4,41
4,Consulting,Non-binary,55,9,Unsatisfied,2,26
2,IT,Male,26,5,Neutral,2,29
3,Healthcare,Male,32,3,Neutral,2,27
1,Retail,Male,26,2,Unsatisfied,9,39
2,Retail,Male,36,1,Unsatisfied,1,29
1,Consulting,Prefer not to say,37,3,Neutral,9,28
3,Retail,Non-binary,55,4,Satisfied,1,48
2,Manufacturing,Non-binary,46,5,Unsatisfied,4,91
4,Finance,Female,21,3,Unsatisfied,10,38
1,Manufacturing,Male,47,1,Unsatisfied,3,34
1,Healthcare,Female,33,5,Unsatisfied,8,79
1,Retail,Male,48,3,Unsatisfied,3,47
1,IT,Female,85,3,Neutral,10,41
1,Healthcare,Prefer not to say,37,2,Neutral,2,42
2,Manufacturing,Male,28,1,Satisfied,5,22
2,wOR_IT,Male,31,1,Unsatisfied,1,48
1,Consulting,Female,56,9,Satisfied,5,28
2,IT,Prefer not to say,50,2,Unsatisfied,3,22
4,IT,Male,59,2,Neutral,1,58
3,Finance,Male,53,5,Unsatisfied,9,37
1,N58_Consulting,Non-binary,48,2,Neutral,2,58
1,Consulting,Female,45,3,Satisfied,4,47
4,IT,Prefer not to say,46,5,Neutral,1,40
4,C.,Female,28,1,Satisfied,1,54
1,Retail,Prefer not to say,50,1,Neutral,1,54
4,Educa.,Female,21,2,Neutral,4,34
1,Manufacturing,Female,40,5,Unsatisfied,4,49
4,Manufacturing,Female,32,9,Unsatisfied,4,53
4,Educ.,Male,54,2,Neutral,3,38
2,Education,Non-binary,30,4,Unsatisfied,2,47
3,IT,Non-binary,48,1,Neutral,4,41
2,Consulting,Non-binary,81,3,Unsatisfied,4,54
4,Consulting,Non-binary,98,4,Unsatisfied,5,22
2,Education,Male,38,1,Satisfied,1,47
2,Retail,Prefer not to say,23,1,Unsatisfied,4,58
5,Heal.,Prefer not to say,49,3,Unsatisfied,1,39
1,Education,Prefer not to say,42,8,Satisfied,8,24
3,IT,Female,26,5,Satisfied,4,38
1,Retail,Male,60,3,Satisfied,4,27
1,Education,Female,28,5,Neutral,5,46
3,IT,Male,24,3,Neutral,1,39
2,iiC_Manufacturing,Female,21,3,Satisfied,4,30
5,IT,Female,60,4,Satisfied,2,57
4,Jihq_IT,Male,50,2,Unsatisfied,3,36
2,Retail,Non-binary,26,4,Unsatisfied,4,51
2,Education,Female,44,1,Satisfied,7,31
1,Healthcare,Prefer not to say,96,2,Satisfied,4,25
1,Education,Non-binary,23,9,Unsatisfied,5,58
4,jsri_Consulting,Prefer not to say,55,1,Satisfied,2,52
5,IT,Prefer not to say,41,2,Unsatisfied,5,22
2,Retail,Non-binary,56,1,Unsatisfied,4,23
1,Healthcare,Prefer not to say,39,9,Unsatisfied,2,83
3,Finance,Non-binary,42,3,Satisfied,3,31
3,Education,Non-binary,51,4,Satisfied,8,36
1,Manufacturing,Female,52,2,Neutral,4,48
2,Education,Female,49,4,Satisfied,3,23
3,9c5_Healthcare,Non-binary,53,5,Satisfied,2,34
1,IT,Male,50,4,Satisfied,3,47
2,Education,Male,57,1,Neutral,3,25
4,Consulting,Prefer not to say,55,2,Satisfied,4,45
5,Retail,Male,53,4,Neutral,1,25
3,Education,Female,24,3,Unsatisfied,3,58
3,Heal.,Prefer not to say,20,2,Neutral,3,28
4,Education,Prefer not to say,58,3,Satisfied,2,58
2,Finance,Prefer not to say,41,1,Neutral,5,83
5,Consulting,Female,54,5,Neutral,5,28
1,Healthcare,Non-binary,41,5,Satisfied,4,43
2,Finance,Non-binary,90,3,Satisfied,4,31
4,IT,Female,57,1,Unsatisfied,4,47
2,Consulting,Prefer not to say,49,1,Neutral,4,48
5,Retail,Female,60,5,Unsatisfied,4,86
3,Finance,Prefer not to say,25,4,Satisfied,1,96
1,Healthcare,Male,44,5,Neutral,1,31
5,Healthcare,Non-binary,54,5,Unsatisfied,1,27
3,Consulting,Female,46,4,Unsatisfied,2,96
2,Education,Non-binary,58,5,Satisfied,5,55
3,Healthcare,Non-binary,84,5,Unsatisfied,5,26
5,Retail,Male,45,5,Neutral,4,45
3,Retail,Male,52,1,Neutral,4,30
1,Retail,Female,29,3,Satisfied,1,31
2,IT,Male,22,3,Unsatisfied,5,28
5,Healthcare,Female,54,5,Satisfied,2,30
1,Retail,Non-binary,92,3,Satisfied,9,22
2,Retail,Female,47,4,Neutral,2,23
3,Finance,Female,25,2,Unsatisfied,2,49
1,Manufac.,Female,92,9,Neutral,8,60
1,Consulting,Prefer not to say,23,5,Satisfied,4,90
2,Healthcare,Prefer not to say,35,5,Satisfied,9,31
1,IT,Prefer not to say,51,4,Unsatisfied,9,50
3,Education,Non-binary,89,2,Satisfied,4,55
4,IT,Non-binary,88,2,Neutral,2,50
4,Manufacturing,Non-binary,27,4,Unsatisfied,1,54
3,Consulting,Non-binary,31,3,Unsatisfied,1,50
4,IT,Male,30,2,Unsatisfied,4,49
4,1T,Male,30,3,Neutral,5,85
5,Manufacturing,Female,32,7,Neutral,4,26
3,Co.,Non-binary,40,3,Unsatisfied,3,28
5,Manufacturing,Non-binary,43,5,Unsatisfied,4,23
2,Education,Non-binary,23,2,Unsatisfied,4,30
4,Healthcare,Non-binary,22,3,Satisfied,3,48
3,IT,Prefer not to say,32,3,Satisfied,4,56
1,Finance,Prefer not to say,29,3,Unsatisfied,4,25
1,Education,Prefer not to say,56,1,Unsatisfied,5,35
3,Finance,Prefer not to say,46,3,Satisfied,8,86
5,Consulting,Male,58,5,Satisfied,8,90
1,Manufacturing,Female,52,4,Satisfied,4,60
5,Retail,Non-binary,55,1,Unsatisfied,3,53
2,Healthcare,Female,57,2,Satisfied,1,25
1,IT,Prefer not to say,33,3,Satisfied,1,32
1,Healthcare,Non-binary,52,5,Satisfied,5,51
2,Consulting,Prefer not to say,33,5,Neutral,1,38
5,Consulting,Non-binary,31,3,Neutral,3,37
1,Education,Male,79,9,Neutral,1,33
4,H.,Non-binary,46,5,Satisfied,4,51
3,Consulting,Female,84,4,Unsatisfied,5,29
4,Education,Prefer not to say,33,4,Satisfied,2,46
2,Healthcare,Male,23,4,Neutral,5,24
3,IT,Prefer not to say,31,3,Satisfied,1,55
3,H.,Female,39,1,Unsatisfied,2,22
2,Finance,Male,30,4,Neutral,1,39
4,Education,Prefer not to say,54,5,Satisfied,1,44
2,IT,Prefer not to say,24,9,Neutral,5,38
3,I.,Male,30,4,Satisfied,2,36
2,IT,Female,28,1,Neutral,4,37
4,Retail,Prefer not to say,58,4,Satisfied,1,26
2,education department,Male,20,1,Satisfied,4,48
5,Retail,Non-binary,21,1,Neutral,2,57
5,Finance,Male,77,5,Satisfied,3,94
2,Finance,Non-binary,22,8,Satisfied,4,49
1,Manufacturing,Female,40,1,Satisfied,5,50
4,IT,Female,58,2,Satisfied,9,45
2,Retail,Male,36,1,Unsatisfied,2,51
1,lN_Finance,Prefer not to say,43,4,Satisfied,1,36
5,Manufacturing,Non-binary,43,4,Neutral,5,33
4,Education,Non-binary,40,2,Satisfied,3,53
5,Education,Non-binary,40,1,Satisfied,9,31
2,Retail,Prefer not to say,35,2,Unsatisfied,2,92
1,Manufacturing,Male,22,2,Neutral,9,36
3,Education,Prefer not to say,41,2,Unsatisfied,1,58
1,Healthcare,Prefer not to say,26,3,Satisfied,3,25
5,manufacture,Male,34,1,Satisfied,4,48
2,Education,Non-binary,31,4,Satisfied,4,31
1,Retail,Prefer not to say,52,5,Neutral,3,32
4,Retail,Prefer not to say,77,7,Neutral,2,96
2,Healthcare,Male,36,4,Unsatisfied,10,35
1,Healthcare,Non-binary,21,5,Unsatisfied,3,53
2,Healthcare,Female,40,4,Neutral,2,53
2,Ed.,Male,60,4,Unsatisfied,1,31
2,Healthcare,Male,55,4,Satisfied,4,37
5,Education,Female,28,3,Satisfied,10,46
2,IT,Male,28,2,Unsatisfied,4,49
3,Retail,Non-binary,53,9,Satisfied,2,57
5,Healthcare,Female,38,5,Neutral,5,58
3,education department,Prefer not to say,55,5,Neutral,2,55
4,H_Manufacturing,Male,40,3,Neutral,1,43
5,Retail,Non-binary,33,5,Neutral,4,33
2,Education,Non-binary,78,5,Satisfied,5,40
3,Consulting,Female,54,8,Unsatisfied,2,48
1,do_Healthcare,Male,31,9,Neutral,4,60
2,Healthcare,Prefer not to say,30,4,Unsatisfied,10,49
5,Education,Prefer not to say,26,2,Unsatisfied,4,41
1,Finance,Non-binary,24,8,Neutral,2,46
3,IT,Male,46,3,Neutral,5,60
4,IT,Female,21,5,Satisfied,5,42
1,Manufacturing,Female,56,1,Satisfied,8,59
2,Manufacturing,Non-binary,75,5,Satisfied,5,29
5,Retail,Female,81,5,Unsatisfied,1,28
4,IT,Female,31,9,Satisfied,2,46
4,1T,Non-binary,43,4,Unsatisfied,4,39
3,Retail,Female,47,5,Unsatisfied,5,53
2,Con.,Male,31,3,Satisfied,2,53
2,Manufacturing,Male,45,1,Unsatisfied,3,23
2,Healthcare,Male,27,5,Unsatisfied,2,41
2,Healthcare,Prefer not to say,34,9,Neutral,3,95
1,Education,Female,50,3,Neutral,1,76
3,Consulting,Male,37,1,Unsatisfied,9,33
3,IT,Non-binary,23,1,Unsatisfied,2,39
2,Healthcare,Non-binary,27,3,Satisfied,2,52
2,IT,Female,27,8,Neutral,9,54
1,IT,Prefer not to say,50,1,Unsatisfied,2,31
3,Manufacturing,Female,57,4,Satisfied,4,52
1,IT,Prefer not to say,78,1,Neutral,2,51
1,Retail,Female,50,3,Satisfied,3,31
1,Finance,Male,57,3,Satisfied,4,33
3,Education,Prefer not to say,43,2,Neutral,2,34
5,yt9_Healthcare,Non-binary,35,1,Unsatisfied,2,43
5,Manufacturing,Prefer not to say,35,1,Unsatisfied,4,93
1,Manufacturing,Male,42,2,Unsatisfied,3,42
3,Retail,Female,46,1,Unsatisfied,5,56
1,Education,Female,94,2,Satisfied,1,35
5,Education,Female,53,1,Neutral,3,96
3,Healthcare,Female,33,3,Neutral,8,30
5,Education,Prefer not to say,59,3,Neutral,4,50
3,Finance,Prefer not to say,57,1,Unsatisfied,4,94
1,Manufacturing,Male,43,5,Neutral,3,45
1,IT,Prefer not to say,49,1,Satisfied,3,22
1,Consulting,Non-binary,44,3,Unsatisfied,4,39
4,Retail,Female,40,3,Neutral,3,55
1,Healthcare,Prefer not to say,77,3,Satisfied,2,55
3,Finance,Prefer not to say,60,3,Unsatisfied,2,59
1,Healthcare,Male,29,3,Satisfied,3,44
3,Manufacturing,Male,47,5,Satisfied,1,86
4,Healthcare,Prefer not to say,38,4,Unsatisfied,2,23
5,Hea.,Female,51,3,Neutral,10,22
2,Consulting,Female,23,1,Satisfied,5,34
5,Manufacturing,Non-binary,36,4,Neutral,8,22
3,Retail,Female,53,2,Unsatisfied,3,51
1,Education,Non-binary,42,5,Satisfied,5,35
5,Manufacturing,Prefer not to say,30,5,Neutral,3,58
2,Education,Female,76,1,Satisfied,4,29
2,Finance,Prefer not to say,36,3,Unsatisfied,2,51
4,Finance,Non-binary,55,4,Unsatisfied,8,22
5,Manufacturing,Male,33,3,Unsatisfied,8,32
3,Retail,Female,57,4,Satisfied,2,39
3,Finance,Prefer not to say,43,1,Neutral,3,50
5,Healthcare,Male,41,3,Neutral,8,55
4,Manufacturing,Non-binary,55,5,Unsatisfied,3,60
3,Healthcare,Prefer not to say,58,5,Satisfied,2,47
2,Healthcare,Male,23,2,Unsatisfied,1,33
4,Healthcare,Female,53,4,Unsatisfied,5,50
2,Education,Female,26,1,Neutral,1,40
1,Healthcare,Female,32,3,Neutral,3,42
1,Consulting,Prefer not to say,29,1,Unsatisfied,4,22
4,Healthcare,Non-binary,31,5,Unsatisfied,3,34
4,Retail,Male,90,4,Satisfied,2,89
3,Consulting,Female,33,3,Unsatisfied,1,30
3,Finance,Male,44,7,Unsatisfied,1,54
1,Education,Male,41,1,Satisfied,5,55
4,Retail,Prefer not to say,38,1,Satisfied,1,32
5,Consulting,Female,40,4,Satisfied,2,59
3,Ret.,Non-binary,98,5,Neutral,4,91
3,Manufacturing,Non-binary,88,1,Neutral,1,59
2,Education,Male,49,9,Neutral,9,29
2,Consulting,Prefer not to say,57,5,Neutral,5,35
1,Education,Female,57,3,Unsatisfied,10,50
1,Manufa.,Male,88,1,Neutral,3,45
4,Consulting,Prefer not to say,59,1,Satisfied,5,48
2,Manufacturing,Female,32,3,Unsatisfied,5,57
3,Healthcare,Female,23,3,Satisfied,5,37
4,IT,Male,43,1,Unsatisfied,2,55
2,Finance,Prefer not to say,52,5,Neutral,1,47
5,Education,Male,44,2,Neutral,2,40
2,Finance,Non-binary,33,5,Satisfied,8,22
3,Consulting,Male,20,2,Unsatisfied,1,91
4,Healthcare,Female,31,10,Unsatisfied,5,41
3,Education,Male,53,5,Unsatisfied,5,45
5,Healthcare,Non-binary,44,5,Neutral,5,54
5,Finance,Non-binary,39,3,Neutral,3,60
2,Manufacturing,Non-binary,57,1,Satisfied,9,34
2,Consulting,Male,45,4,Neutral,5,50
4,Manufacturing,Female,29,3,Satisfied,5,57
2,Finance,Male,47,2,Unsatisfied,5,56
3,Consulting,Non-binary,25,2,Neutral,3,47
5,Consulting,Male,23,1,Unsatisfied,1,35
4,Finance,Male,44,3,Neutral,2,24
5,Finance,Female,89,1,Unsatisfied,3,36
3,Retail,Non-binary,42,5,Unsatisfied,2,46
2,Consulting,Non-binary,30,4,Neutral,4,46
5,Consulting,Prefer not to say,81,9,Neutral,5,32
4,Manufacturing,Female,25,3,Unsatisfied,3,32
1,Consulting,Non-binary,37,10,Unsatisfied,2,41
4,Finance,Female,54,1,Satisfied,3,30
2,Manufacturing,Non-binary,35,2,Satisfied,3,33
4,Healthcare,Male,25,5,Neutral,10,46
2,Education,Prefer not to say,56,5,Unsatisfied,1,28
4,Retail,Prefer not to say,78,2,Neutral,2,42
1,Finance,Prefer not to say,58,4,Satisfied,2,36
2,Education,Male,35,4,Satisfied,5,32
5,Education,Prefer not to say,57,5,Neutral,9,54
3,Education,Male,31,2,Unsatisfied,3,87
4,Healthcare,Non-binary,54,8,Neutral,1,41
2,Retail,Prefer not to say,20,4,Unsatisfied,5,27
5,IT,Male,40,3,Neutral,3,44
3,Manufacturing,Female,48,4,Neutral,5,51
5,Finance,Female,35,8,Unsatisfied,4,53
1,Consulting,Prefer not to say,42,1,Unsatisfied,2,44
1,Manufacturing,Prefer not to say,53,5,Neutral,4,44
2,Retail,Male,43,2,Unsatisfied,1,97
5,Education,Male,27,4,Satisfied,4,56
3,Finance,Non-binary,47,1,Satisfied,9,42
3,Manufacturing,Male,52,4,Satisfied,4,46
3,Education,Male,20,5,Unsatisfied,5,50
1,Healthcare,Female,91,2,Satisfied,3,42
4,Retail,Prefer not to say,20,5,Satisfied,5,47
1,Finance,Non-binary,47,5,Neutral,5,40
1,IT,Female,46,1,Satisfied,3,50
5,Healthcare,Prefer not to say,41,4,Unsatisfied,1,52
2,Education,Female,52,5,Unsatisfied,2,43
2,Education,Male,48,5,Satisfied,5,37
4,Retail,Prefer not to say,59,4,Unsatisfied,5,35
2,Education,Female,25,1,Neutral,3,22
3,Retail,Non-binary,53,3,Neutral,5,40
5,4wBl_Consulting,Female,49,3,Unsatisfied,5,38
5,Manufacturing,Female,40,1,Neutral,7,23
1,Consulting,Male,86,3,Satisfied,2,46
3,Healthcare,Prefer not to say,47,2,Satisfied,4,37
3,Manufacturing,Female,84,4,Unsatisfied,1,25
3,Education,Non-binary,42,2,Neutral,1,27
3,Retail,Prefer not to say,36,5,Satisfied,3,22
2,Retail,Female,22,4,Satisfied,1,46
4,Manufacturing,Prefer not to say,59,3,Satisfied,4,41
4,Finance,Male,52,1,Satisfied,2,55
3,Healthcare,Prefer not to say,81,1,Satisfied,5,53
5,Education,Female,45,5,Neutral,1,43
1,Healthcare,Female,28,1,Satisfied,4,96
3,Manufacturing,Non-binary,52,4,Unsatisfied,5,31
4,7_Retail,Prefer not to say,43,2,Neutral,1,84
5,Manufacturing,Female,47,4,Satisfied,2,31
4,Healthcare,Female,27,5,Unsatisfied,1,34
1,Consulting,Male,33,3,Neutral,3,60
4,IT.,Male,46,3,Satisfied,3,27
4,Healthcare,Male,54,1,Unsatisfied,2,52
5,Manufacturing,Prefer not to say,24,5,Unsatisfied,3,31
3,IT,Female,59,3,Satisfied,4,28
4,Healthcare,Female,45,1,Unsatisfied,4,57
4,Manufacturing,Female,30,4,Neutral,4,38
4,IT,Female,48,3,Satisfied,4,43
5,Consulting,Female,55,4,Satisfied,4,36
3,Retail,Female,30,1,Neutral,4,57
4,Manufacturing,Female,52,3,Unsatisfied,2,45
4,IT,Male,47,9,Unsatisfied,2,44
4,Education,Non-binary,22,3,Neutral,5,22
2,Healthcare,Non-binary,41,10,Neutral,10,53
5,Finance,Female,52,3,Neutral,3,90
4,Retail,Male,38,2,Unsatisfied,1,25
2,Manufacturing,Non-binary,86,3,Neutral,4,32
3,2jy_Healthcare,Prefer not to say,85,1,Unsatisfied,3,40
3,Consulting,Prefer not to say,39,3,Neutral,2,25
5,Education,Male,46,3,Unsatisfied,4,42
5,Retail,Prefer not to say,20,3,Neutral,2,39
2,Education,Prefer not to say,83,1,Satisfied,3,23
5,IT,Male,26,2,Satisfied,3,46
1,Finance,Non-binary,35,1,Neutral,4,38
5,Education,Male,58,9,Satisfied,5,25
5,Education,Female,59,3,Satisfied,8,23
2,IT,Female,49,3,Neutral,4,60
5,Healthcare,Female,54,10,Satisfied,2,25
5,Healthcare,Non-binary,34,1,Unsatisfied,2,39
2,Ret.,Male,45,3,Neutral,4,37
2,Finance,Non-binary,30,2,Neutral,1,41
3,Healthcare,Female,59,4,Unsatisfied,2,51
1,Education,Female,23,3,Unsatisfied,4,39
4,Finance,Female,57,5,Neutral,4,35
5,Education,Male,91,3,Unsatisfied,3,55
2,Retail,Male,40,3,Neutral,2,48
3,IT,Female,39,1,Unsatisfied,9,49
1,Manufacturing,Female,20,3,Unsatisfied,4,27
1,Education,Non-binary,27,1,Unsatisfied,3,22
2,Education,Female,55,9,Satisfied,5,40
4,Manufacturing,Prefer not to say,46,4,Satisfied,3,48
3,Consulting,Female,57,4,Unsatisfied,3,33
4,Finance,Female,51,3,Neutral,3,83
1,Manufacturing,Non-binary,97,2,Unsatisfied,2,27
2,Manufacturing,Female,49,4,Unsatisfied,9,43
1,Hea.,Male,76,3,Unsatisfied,5,28
4,Consulting,Prefer not to say,90,2,Neutral,5,44
3,Consulting,Non-binary,57,10,Satisfied,1,29
3,Healthcare,Female,33,2,Unsatisfied,2,93
1,Healthcare,Non-binary,37,4,Unsatisfied,1,59
3,Finance,Prefer not to say,50,4,Satisfied,10,23
5,Consulting,Male,31,1,Unsatisfied,1,49
3,3Yp9_Healthcare,Female,40,1,Unsatisfied,3,58
2,Finance,Female,79,2,Unsatisfied,4,25
2,Finance,Prefer not to say,28,8,Neutral,4,33
4,IT,Female,22,1,Satisfied,1,51
5,IT,Non-binary,51,4,Satisfied,8,41
5,Consulting,Prefer not to say,28,3,Unsatisfied,2,60
3,Manufacturing,Prefer not to say,35,1,Unsatisfied,3,39
1,Education,Female,53,2,Unsatisfied,2,90
5,Manufacturing,Female,92,3,Satisfied,2,37
2,Consulting,Female,79,4,Unsatisfied,4,33
5,Finance,Male,60,2,Neutral,1,43
5,Consulting,Prefer not to say,86,3,Neutral,2,31
2,Retail,Prefer not to say,49,3,Satisfied,4,26
4,Finance,Female,34,9,Neutral,3,49
5,1T,Male,79,3,Neutral,10,24
1,Healthcare,Non-binary,25,5,Neutral,2,43
2,Manufacturing,Male,21,1,Neutral,4,48
5,Retail,Female,35,4,Satisfied,1,30
1,Heal.,Female,28,4,Neutral,2,57
5,Retail,Female,21,4,Satisfied,4,52
5,Finance,Male,43,5,Neutral,2,45
1,Finance,Male,35,4,Neutral,8,59
5,Manufacturing,Prefer not to say,22,5,Neutral,4,57
5,mmZC_Education,Prefer not to say,57,4,Unsatisfied,1,51
2,Education,Male,92,2,Satisfied,5,88
5,IT,Male,52,1,Satisfied,2,26
2,education department,Prefer not to say,58,3,Satisfied,3,38
3,Manufacturing,Non-binary,39,3,Neutral,5,30
2,IT,Prefer not to say,41,2,Satisfied,3,87
4,Consulting,Non-binary,26,3,Unsatisfied,3,47
1,Healthcare,Female,98,8,Satisfied,3,25
1,Retail,Male,31,3,Satisfied,3,42
1,IT,Female,47,5,Satisfied,2,42
3,Heal.,Male,56,1,Neutral,2,40
1,Healthcare,Non-binary,24,1,Satisfied,2,28
4,Consulting,Male,25,5,Unsatisfied,5,59
5,Manufacturing,Non-binary,33,4,Neutral,3,39
1,Finance,Non-binary,36,4,Satisfied,1,32
3,education department,Prefer not to say,23,3,Satisfied,8,40
4,Manufacturing,Female,32,1,Unsatisfied,3,86
4,Education,Male,41,1,Neutral,3,32
1,Healthcare,Female,54,5,Satisfied,4,36
5,IT,Prefer not to say,60,10,Neutral,5,32
2,Finance,Female,23,1,Unsatisfied,1,41
3,Education,Male,80,4,Satisfied,5,47
1,Finance,Prefer not to say,41,5,Neutral,5,36
1,Consul.,Male,34,1,Neutral,1,50
1,Consulting,Male,35,4,Neutral,2,39
2,Fina.,Female,31,4,Satisfied,1,45
3,Retail,Female,46,5,Satisfied,10,44
5,Finance,Non-binary,35,5,Neutral,7,42
1,IT,Prefer not to say,26,1,Unsatisfied,3,57
5,Consulting,Female,26,2,Unsatisfied,2,53
1,Retail,Non-binary,24,4,Unsatisfied,3,41
2,Healthcare,Male,81,5,Satisfied,3,42
3,Manufacturing,Non-binary,24,1,Unsatisfied,4,96
3,Consulting,Prefer not to say,55,3,Unsatisfied,2,49
5,Retail,Non-binary,35,3,Neutral,2,44
5,Education,Female,24,3,Satisfied,4,52
3,Consulting,Prefer not to say,38,1,Neutral,2,26
5,Retail,Female,28,3,Neutral,5,44
2,Manufacturing,Female,49,2,Satisfied,8,43
1,Reta.,Male,76,3,Satisfied,1,57
2,Education,Prefer not to say,23,3,Unsatisfied,2,43
2,IT,Prefer not to say,50,5,Neutral,5,41
3,IT,Prefer not to say,77,9,Satisfied,2,53
2,Healthcare,Prefer not to say,30,4,Satisfied,2,49
5,Consulting,Prefer not to say,43,4,Unsatisfied,2,88
5,Retail,Non-binary,50,5,Unsatisfied,4,27
2,IT,Non-binary,45,3,Satisfied,3,45
3,Consulting,Non-binary,59,10,Satisfied,8,52
5,Finance,Male,56,1,Neutral,5,93
2,Retail,Female,36,4,Neutral,4,31
3,Healthcare,Female,24,1,Neutral,2,58
2,Healthcare,Female,24,4,Satisfied,5,24
5,Ma.,Non-binary,33,3,Neutral,3,48
4,Finance,Prefer not to say,23,3,Unsatisfied,5,43
2,Ed.,Male,27,5,Satisfied,1,41
3,IT,Non-binary,44,8,Satisfied,5,92
3,Finance,Female,23,5,Satisfied,5,59
1,Retail,Female,21,4,Satisfied,4,42
3,IT,Non-binary,51,5,Satisfied,1,31
5,Retail,Female,29,5,Satisfied,4,59
3,Consulting,Male,36,5,Neutral,1,33
2,Manufacturing,Prefer not to say,59,1,Neutral,5,49
1,IT,Non-binary,52,3,Unsatisfied,4,54
4,Manufacturing,Female,49,1,Unsatisfied,5,53
3,Consulting,Female,53,1,Satisfied,3,51
3,Healthcare,Non-binary,27,5,Neutral,3,59
4,Manufacturing,Prefer not to say,22,4,Unsatisfied,1,45
2,Finance,Prefer not to say,21,1,Neutral,5,29
3,Education,Non-binary,49,2,Unsatisfied,4,79
1,Retail,Prefer not to say,82,4,Neutral,4,32
1,IT,Female,75,1,Neutral,8,59
2,Manufacturing,Prefer not to say,38,3,Neutral,3,41
4,IT,Non-binary,37,8,Satisfied,3,39
2,Finance,Male,42,3,Neutral,5,40
1,Education,Non-binary,27,3,Satisfied,2,36
4,GX_Healthcare,Male,53,5,Satisfied,4,29
4,Retail,Non-binary,33,10,Unsatisfied,3,37
2,IT,Non-binary,47,1,Unsatisfied,2,32
1,IT,Male,43,4,Neutral,3,58
4,Retail,Female,53,3,Neutral,2,49
3,Education,Female,59,1,Unsatisfied,3,55
5,Healthcare,Female,40,2,Satisfied,2,22
5,IT,Female,50,3,Neutral,2,22
1,Z_Manufacturing,Non-binary,51,5,Unsatisfied,5,43
3,Finance,Prefer not to say,36,5,Satisfied,4,56
3,IT,Male,44,1,Satisfied,5,48
5,Finance,Female,47,1,Unsatisfied,5,25
3,Education,Female,43,2,Unsatisfied,3,40
1,lh_Consulting,Female,41,5,Neutral,4,75
2,Consulting,Female,51,9,Unsatisfied,4,29
3,IT,Non-binary,50,1,Neutral,1,28
2,Healthcare,Female,36,3,Neutral,9,36
1,Manufacturing,Prefer not to say,45,1,Neutral,9,51
2,Manufacturing,Prefer not to say,54,3,Unsatisfied,10,57
4,Education,Male,24,3,Unsatisfied,5,58
2,Manufac.,Non-binary,41,1,Neutral,2,24
5,Consulting,Female,54,3,Unsatisfied,5,45
2,Consulting,Female,55,2,Unsatisfied,4,43
5,1T,Prefer not to say,26,4,Satisfied,1,25
1,Healthcare,Non-binary,36,1,Neutral,4,56
3,Consulting,Prefer not to say,42,5,Satisfied,3,22
1,IT,Non-binary,22,4,Satisfied,1,40
