Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Employee_ID,Social_Isolation_Rating,tenseness horizontal surface,Gender,Industry,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
93,1,32,zmU_EMP3066,1,High,Male,Healthcare,6,4
46,3,22,EMP3067,3,Medium,Male,Consulting,1,4
26,3,34,EMP3068,5,Medium,Male,IT,13,5
32,2,29,EMP3069,1,High,Prefer not to say,IT,7,1
33,1,29,EMP3070,9,low-toned,Female,sOmg_Finance,15,4
46,4,31,EMP3071,4,culture medium,Female,Manufacturing,6,1
31,2,49,EMP3072,5,High,Prefer not to say,Education,3,5
38,3,25,EMP3073,8,Medium,Prefer not to say,R.,2,2
94,1,52,EMP3074,8,Medium,Prefer not to say,Retail,6,4
30,4,47,EMP3075,2,High,Female,Consulting,4,2
35,2,25,EMP3076,5,Medium,Male,Consulting,10,4
28,4,48,EMP3077,7,Low,Prefer not to say,Education,7,5
45,2,44,EMP30.,4,High,Non-binary,Healthcare,1,4
97,3,53,EMP3079,4,Medium,Female,Education,10,1
34,3,36,EMP3080,5,Lo.,Female,Manufacturing,12,4
20,8,40,9_EMP3081,1,H.,Female,Healthcare,11,4
37,5,33,EMP3082,2,Low,Male,Consulting,3,4
36,3,43,EMP3083,1,High,Male,Education,13,4
32,4,41,EMP3084,5,Medium,Prefer not to say,Manufacturing,4,4
35,2,53,EMP3085,9,Low,Female,Retail,11,3
49,2,59,EMP3086,2,High,Prefer not to say,Finance,0,2
50,4,27,EMP3087,3,Low,Female,Finance,1,5
57,1,42,EMP3088,4,High,Non-binary,Education,15,5
59,3,46,EMP3089,5,Medium,Male,Finance,12,5
44,2,47,EMP3090,4,Medium,Female,Finance,7,1
55,2,34,EMP3091,1,Medium,Male,Education,12,3
45,4,50,EMP3092,5,JbAM_Low,Male,Retail,15,4
53,2,28,EMP3093,1,Medium,Male,IT,8,2
24,2,45,EMP3094,5,High,Non-binary,1T,7,4
36,3,40,EMP3095,3,High,Female,Education,5,1
84,1,35,EMP3096,4,Medium,Male,Consulting,6,1
55,2,32,mNe_EMP3097,4,Medium,Prefer not to say,Education,4,3
95,1,45,EMP309B,9,High,Female,Manufacturing,6,3
42,2,22,EMP3099,5,High,Male,Manufacturing,11,5
35,1,44,EMP3100,2,Low,Prefer not to say,Consulting,5,3
26,2,54,EMP3101,2,High,Female,Education,7,3
36,1,52,EMP3102,3,culture medium,Prefer not to say,IT,14,3
35,3,35,EMP3103,3,High,Female,IT,13,5
28,2,35,qT_EMP3104,2,Low,Non-binary,Manufacturing,8,4
47,1,51,EMP310S,2,High,Non-binary,Retail,10,3
52,2,41,EMP3106,4,Medium,Non-binary,Healthcare,4,2
55,4,26,EMP3107,2,Medium,Non-binary,Consulting,5,4
26,5,29,u_EMP3108,2,Medium,Male,IT,10,2
32,3,27,EMP3109,2,Low,Male,Healthcare,6,3
26,8,39,EMP3110,2,Low,Male,Retail,3,1
95,1,29,EMP3111,1,low-toned,Male,Retail,10,2
81,3,28,EMP3112,4,Medium,Prefer not to say,Consulting,10,1
55,4,48,EMP3113,1,Medium,Non-binary,Retail,9,3
46,5,22,EMP3114,4,Low,Non-binary,Manufacturing,3,2
94,3,38,EMP3115,2,Low,Female,Finance,0,4
86,7,34,EMP3116,3,Medium,Male,Manufacturing,11,1
33,5,36,EMP3.,3,Low,Female,Healthcare,5,1
48,3,47,EMP3118,3,Medium,Male,Retail,7,1
47,3,41,EMP3119,4,Low,Female,1T,0,1
37,2,42,JOM1_EMP3120,2,Low,Prefer not to say,Healthcare,11,1
28,1,22,EMP3121,5,Medium,Male,Manufacturing,0,2
31,1,48,EMP3122,8,culture medium,Male,IT,3,2
56,1,28,EMP3123,5,High,Female,Consulting,9,1
50,2,22,EMP3124,3,High,Prefer not to say,IT,15,2
59,2,58,EMP3125,1,Low,Male,IT,7,4
53,5,37,EMP3126,10,High,Male,Finance,0,3
48,2,58,EMP3127,2,High,Non-binary,Consulting,15,1
45,3,47,EMP3128,4,Low,Female,Consulting,10,1
46,5,40,EMP3129,9,Low,Prefer not to say,IT,11,4
28,8,54,EMP3130,1,Low,Female,jy_Consulting,0,4
50,1,54,EMP3I31,1,Low,Prefer not to say,Retail,3,1
21,2,34,EMP3132,4,Medium,Female,Education,7,4
40,5,49,EMP3133,4,Medium,Female,Manufacturing,8,1
32,3,53,EMP3134,4,High,Female,Manufacturing,11,4
54,2,38,EMP3135,3,High,Male,Education,4,4
30,4,47,EMP3136,9,Low,Non-binary,education department,13,2
48,1,41,EMP3137,4,High,Non-binary,IT,4,3
33,3,54,EMP3138,4,Low,Non-binary,qyRV_Consulting,14,2
23,4,22,EMP3139,5,High,Non-binary,Consulting,8,4
38,8,47,EMP3140,1,High,Male,Educ.,2,2
23,1,58,EMP314I,9,Medium,Prefer not to say,Retail,6,2
49,3,39,EMP3.,1,High,Prefer not to say,Healthcare,4,5
42,1,24,EMP3143,3,High,Prefer not to say,Education,5,1
98,5,38,EMP3144,4,High,Female,IT,1,3
60,7,27,EMP3145,4,Low,Male,Retail,6,1
93,5,46,EMP3I46,5,Low,Female,Education,5,1
24,3,39,TgzI_EMP3147,1,Medium,Male,IT,5,3
21,3,30,EMP3148,4,High,Female,Manufacturing,10,2
60,4,57,EMP3149,10,Medium,Female,IT,14,5
50,2,36,EMP3150,3,Low,Male,IT,5,4
26,4,51,EMP3151,4,Low,Non-binary,Retail,7,2
44,1,31,EMP3152,2,High,Female,Education,13,2
40,2,25,EMP3153,4,Low,Prefer not to say,Healthcare,0,1
23,4,58,EMP3154,5,Cpg_Medium,Non-binary,Education,8,1
55,1,52,EMP3155,2,High,Prefer not to say,Consulting,7,4
41,2,22,EMP31S6,5,Low,Prefer not to say,IT,2,5
77,1,23,EMP3157,9,Low,Non-binary,Retail,4,2
91,5,28,EMP3158,2,Low,Prefer not to say,Healthcare,12,1
42,3,31,EMP3159,3,Medium,Non-binary,Fina.,8,3
51,9,36,EMP3160,2,Low,Non-binary,Education,4,3
52,2,48,EMP3161,4,Low,Female,RJen_Manufacturing,12,1
49,4,23,EMP3162,3,Low,Female,education department,2,2
53,8,34,EMP3163,2,High,Non-binary,Healthcare,3,3
90,4,47,EMP3164,3,Medium,Male,IT,15,1
57,1,25,EMP3165,3,High,Male,Education,11,2
55,2,45,EMP3166,4,High,Prefer not to say,Consulting,10,4
78,4,25,EMP3167,1,High,Male,Retail,12,5
83,3,58,EMP3168,3,Medium,Female,Education,12,3
20,2,28,EMP3169,10,High,Prefer not to say,Healthcare,2,3
58,3,58,EMP3170,2,Low,Prefer not to say,Education,13,4
41,1,55,EMP3171,5,High,Prefer not to say,Finance,3,2
54,5,28,EMP3172,5,Low,Female,Consulting,4,5
41,9,43,EMP3173,4,Low,Non-binary,Healthcare,2,1
27,3,31,EMP3174,4,Medium,Non-binary,m_Finance,1,2
79,1,47,EMP3175,4,High,Female,IT,4,4
49,1,48,OhX_EMP3176,4,low-toned,Prefer not to say,Consulting,1,2
60,5,23,EMP3177,4,High,Female,Retail,14,5
25,4,23,EMP3178,1,High,Prefer not to say,Finance,13,3
44,5,31,EMP3179,1,High,Male,Healthcare,6,1
54,5,27,EMP3180,1,Medium,Non-binary,Hea.,5,5
46,4,23,EMP3181,2,Medium,Female,Consulting,9,3
58,5,55,EMP3182,5,High,Non-binary,Education,0,2
43,5,26,EMP3183,5,Low,Non-binary,He.,6,3
45,5,45,EMP3184,4,Low,Male,Retail,12,5
52,1,30,EMP3185,4,Medium,Male,Retail,4,3
29,10,31,EMP3186,1,Hig.,Female,Retail,14,1
22,3,28,EMP3187,5,Medium,Male,IT,15,2
54,5,30,EMP3188,2,High,Female,Healthcare,7,5
50,10,22,EMP3189,3,High,Non-binary,Retail,10,1
47,4,23,EMP3190,2,High,Female,Retail,9,2
25,2,49,EMP3191,2,High,Female,Finance,5,3
31,5,60,EMP3192,4,High,Female,Manufacturing,6,1
23,9,44,EMP3193,4,Med.,Prefer not to say,Consulting,1,1
35,5,31,EMP3194,4,High,Prefer not to say,Healthcare,8,2
51,4,50,EMP3195,5,High,Prefer not to say,IT,11,1
29,2,55,EMP3196,4,High,Non-binary,Education,9,3
37,2,50,FJs_EMP3197,2,Medium,Non-binary,IT,10,4
27,4,54,2y8H_EMP3198,1,Medium,Non-binary,Manufacturing,14,4
31,10,50,EMP3199,1,Medium,Non-binary,Consulting,12,3
30,2,49,EMP3200,4,High,Male,IT.,10,4
27,1,48,EMP3201,8,High,Male,IT,10,3
30,9,32,EMP3202,5,Low,Male,IT,2,4
32,9,26,EMP3203,4,Low,Female,manufacture,15,5
40,3,28,EMP3204,3,Medium,Non-binary,Consulting,12,3
43,5,23,EMP3205,4,Medium,Non-binary,Manufacturing,4,5
23,2,30,EMP3206,10,Low,Non-binary,Education,9,2
22,3,48,EMP3Z07,3,Medium,Non-binary,Healthcare,8,4
32,3,56,EMP3208,4,Medium,Prefer not to say,IT,15,3
29,3,25,EMP3209,4,High,Prefer not to say,Finance,2,1
56,1,35,EMP321O,5,High,Prefer not to say,Education,4,1
46,3,57,EMP3211,1,High,Prefer not to say,Finance,14,3
58,5,37,EMP32I2,8,Medium,Male,Consulting,2,5
52,4,60,EMP3213,4,Low,Female,Manufacturing,3,1
55,1,53,EMP3214,3,High,Non-binary,Retail,6,5
57,2,25,EMP3215,1,High,Female,Healthcare,3,2
33,3,32,EMP3216,1,Low,Prefer not to say,IT,10,1
52,5,51,EMP3217,5,Low,Non-binary,Healthcare,3,1
99,8,38,EMP3218,1,Medium,Prefer not to say,Consulting,10,2
31,3,37,EMP3219,3,High,Non-binary,Consulting,7,5
60,3,33,EM.,1,Low,Male,Education,8,1
92,5,51,EMP3221,4,Medium,Non-binary,Healthcare,3,4
51,4,29,EMP3222,8,Medium,Female,Consulting,3,3
33,4,46,EMP3223,9,High,Prefer not to say,Education,5,4
23,4,24,EMP3224,5,High,Male,C1H_Healthcare,10,2
31,3,55,EMP3225,1,Low,Prefer not to say,IT.,6,3
39,1,22,EMP3226,2,Medium,Female,Healthcare,4,3
30,4,39,EMP32Z7,1,High,Male,Finance,13,2
54,5,44,EMP3228,1,Medium,Prefer not to say,Education,8,4
24,3,38,EMP3229,5,Low,Prefer not to say,IT,9,2
30,4,36,EMP3230,2,High,Male,IT,11,3
28,1,37,EMP3231,4,culture medium,Female,IT,8,2
58,4,26,EMP3232,1,High,Prefer not to say,Retail,8,4
20,1,48,EMP3233,4,Medium,Male,Education,5,2
21,1,57,EMP3234,9,High,Non-binary,Retail,12,5
39,5,45,EMP3235,8,Medium,Male,Finance,14,5
94,4,49,EMP3236,4,Low,Non-binary,Finance,2,2
40,1,50,EMP3237,5,Low,Female,Manufacturing,15,1
58,2,45,EMP3238,3,Medium,Female,IT,13,4
36,1,51,EMP3Z39,2,High,Male,Retail,10,2
43,4,36,EMP3240,1,High,Prefer not to say,Finance,14,1
43,4,33,EMP3241,5,High,Non-binary,Manufacturing,15,5
40,2,53,EMP3242,3,Low,Non-binary,E.,0,4
40,10,31,EMP3243,1,High,Non-binary,U_Education,2,5
35,2,51,EMP3244,2,Medium,Prefer not to say,Retail,2,2
93,2,36,EMP3245,1,Bzd_Medium,Male,Manufacturing,12,1
41,2,58,EMP3246,1,Low,Prefer not to say,Education,12,3
26,3,25,EMP3247,3,High,Prefer not to say,Healthcare,11,1
34,1,48,EMP3248,4,High,Male,Manufacturing,13,5
31,4,31,EMP3249,4,High,Non-binary,Education,4,2
52,5,32,EMP3250,3,High,Prefer not to say,Retail,7,1
60,5,60,EMP3251,2,Low,Prefer not to say,Retail,15,4
36,4,35,EMP3252,3,Low,Male,Healthcare,15,2
21,7,53,EMP3253,3,High,Non-binary,Healthcare,9,1
81,4,53,EMP3254,2,Hig.,Female,Healthcare,13,2
60,4,31,EMP3255,1,Low,Male,Education,4,2
55,4,37,EMP3256,8,Medium,Male,Healthcare,3,2
28,3,46,EMP3257,4,High,Female,Education,15,5
28,2,49,EMP3258,4,Low,Male,IT,1,2
53,4,57,EMP3259,2,Unq_High,Non-binary,Retail,13,3
77,5,58,EMP3260,5,High,Female,Healthcare,10,5
55,5,55,EMP3261,2,Low,Prefer not to say,Education,5,3
40,3,43,EMP3262,1,Medium,Male,i_Manufacturing,15,4
33,5,33,EMP3263,4,High,Non-binary,Retail,2,5
37,5,40,EMP3264,5,High,Non-binary,Ed.,14,2
54,1,48,EMP3265,2,Low,Female,Consulting,9,3
31,4,60,EMP3266,4,Low,Male,Healthcare,6,1
30,4,49,EMP3267,4,u_High,Prefer not to say,Healthcare,10,2
26,2,41,owu_EMP3268,4,Medium,Prefer not to say,Education,6,5
24,2,46,EMP3269,2,Lo.,Non-binary,Finance,13,1
46,9,60,EMP3270,5,Medium,Male,IT,11,3
21,5,42,EMP3271,5,Low,Female,IT,0,4
56,1,59,O_EMP3272,2,Low,Female,Manufacturing,4,1
85,5,29,EMP3273,5,High,Non-binary,Manufacturing,0,2
21,9,28,EMP3274,1,High,Female,Retail,15,5
31,3,46,EMP3275,2,High,Female,IT,8,4
43,4,39,EMP3276,4,Low,Non-binary,IT,1,4
47,5,53,EMP3277,5,High,Female,Retail,0,3
83,3,53,EMP3278,2,Low,Male,Consulting,7,2
45,1,23,C3v_EMP3279,3,Medium,Male,Manufacturing,11,2
27,5,41,EMP3280,2,Me.,Male,Heal.,0,2
34,3,49,EMP3281,3,high-topped,Prefer not to say,Healthcare,4,2
95,3,48,EMP3282,1,Medium,Female,education department,9,1
37,10,33,EMP3283,2,Medium,Male,Consulting,1,3
23,1,39,EMP3284,2,Low,Non-binary,1T,2,3
27,3,52,EMP3285,2,Low,Non-binary,Healt.,10,2
27,5,54,EMP3286,1,Low,Female,IT,8,2
50,1,31,EMP3287,8,Low,Prefer not to say,a_IT,0,1
57,4,52,EMP3288,4,Medium,Female,Manufacturing,14,3
32,1,51,EMP3289,2,High,Prefer not to say,IT,12,1
50,3,31,EMP3290,3,Low,Female,Retail,2,1
57,3,33,EMP3291,4,Low,Male,Fi.,8,1
43,2,34,EMP3292,10,High,Prefer not to say,Education,3,3
35,1,43,EMP3293,2,Medium,Non-binary,Healthcare,9,5
84,1,39,EMP3294,4,High,Prefer not to say,Manufacturing,14,5
42,2,42,EMP3295,3,Medium,Male,Manufacturing,2,1
46,1,56,EMP3296,5,High,Female,Retail,1,3
41,2,35,EMP3297,1,Low,Female,Education,9,1
53,1,37,EMP3298,9,High,Female,Education,8,5
33,3,30,EMP3299,3,High,Female,Healthcare,9,3
59,3,50,EMP3300,4,Low,Prefer not to say,Education,7,5
57,1,57,EMP3301,4,High,Prefer not to say,Finance,3,3
43,5,45,EMP3302,3,Low,Male,Manufacturing,15,1
49,1,22,EMP3303,3,High,Prefer not to say,IT.,8,1
83,3,39,EMP3304,4,Medium,Non-binary,Consulting,0,1
40,3,55,EMP3305,3,High,Female,Retail,13,4
59,3,55,EMP3306,2,High,Prefer not to say,Healthcare,6,1
60,3,59,EMP3307,2,High,Prefer not to say,Finance,6,3
29,3,44,EMP3308,8,Low,Male,Healthcare,7,1
47,5,22,EMP33O9,1,High,Male,Manufacturing,12,3
38,4,23,EMP3310,2,Low,Prefer not to say,Heal.,10,4
51,10,22,DO_EMP3311,4,High,Female,Healthcare,6,5
76,1,34,EMP3312,5,Medium,Female,Consulting,9,2
36,4,22,EMP3313,5,high-topped,Non-binary,Manufacturing,10,5
53,2,51,EMP3314,3,High,Female,Retail,15,3
42,5,35,EMP3315,5,Low,Non-binary,Education,11,1
30,5,58,EMP3316,3,Medium,Prefer not to say,Manufacturing,6,5
52,1,29,EMP3317,4,Low,Female,Education,13,2
36,8,51,EMP3318,2,Medium,Prefer not to say,Finance,13,2
55,4,22,OXrd_EMP3319,4,Low,Non-binary,Finance,10,4
33,3,32,EMP3320,1,Medium,Male,Manufacturing,7,5
57,4,39,EMP3321,9,Low,Female,Retail,5,3
43,1,50,EMP3322,3,High,Prefer not to say,Finance,0,3
41,10,55,EMP3323,2,Lo.,Male,Healthcare,15,5
55,5,60,EMP3324,3,high-topped,Non-binary,Manufacturing,12,4
58,5,47,EMP3325,2,Medium,Prefer not to say,mk5p_Healthcare,8,3
23,2,33,EMP3326,1,high-topped,Male,Healthcare,12,2
53,8,50,EMP3327,5,High,Female,Healthcare,3,4
26,1,40,j_EMP3328,1,low-toned,Female,Education,4,2
32,3,42,EMP3329,3,High,Female,Healthcare,15,1
29,1,22,EMP3330,4,Low,Prefer not to say,Consulting,13,1
31,5,34,EMP3331,9,Medium,Non-binary,Healthcare,9,4
53,4,30,EMP3332,2,Low,Male,Retail,4,4
82,3,30,EMP3333,1,Medium,Female,Consulting,13,3
44,5,54,EMP3334,1,Low,Male,Finance,14,3
41,1,55,EMP3335,5,High,Male,Education,14,1
38,1,32,EMP3336,9,Medium,Prefer not to say,Retail,6,4
40,4,59,EMP3337,2,Medium,Female,Consulting,15,5
81,5,29,EMP3338,4,Low,Non-binary,Retail,2,3
21,1,59,EMP3339,1,High,Non-binary,Manufacturing,11,3
49,2,29,EMP3340,4,High,Male,Education,2,2
57,8,35,EMP3341,5,High,Prefer not to say,Consulting,7,2
57,3,50,EMP3342,2,High,Female,Education,4,1
54,1,45,EMP3343,3,High,Male,Manufacturing,6,1
59,1,48,EMP3344,5,High,Prefer not to say,1_Consulting,11,4
32,3,57,EMP3345,10,High,Female,Manufacturing,10,2
23,3,37,EMP3346,5,High,Female,Healthcare,15,3
43,1,55,EMP3347,2,Low,Male,1T,3,4
52,5,47,EMP3348,1,high-topped,Prefer not to say,Finance,4,2
44,2,40,EMP3349,2,Medium,Male,Education,9,5
33,5,22,EMP3350,4,High,Non-binary,Finance,12,2
20,2,25,EMP3351,1,Medium,Male,Consulting,10,3
31,2,41,EMP33.,5,Hi.,Female,Healthcare,13,4
53,5,45,EMP3353,9,Mds_Medium,Male,Education,15,3
44,5,54,EMP3354,8,Low,Non-binary,Healthcare,2,5
39,3,60,EMP3355,3,High,Non-binary,Finance,2,5
57,8,34,EMP3356,1,W_High,Non-binary,Manufacturing,5,2
94,4,50,EMP3357,5,Low,Male,Consulting,3,2
94,3,57,EMP3358,5,Low,Female,Manufacturing,10,4
47,2,56,EMP3359,5,Medium,Male,Finance,6,2
25,2,47,EMP3360,3,High,Non-binary,Consulting,0,3
23,1,35,EMP3361,1,Hi.,Male,Consulting,12,5
44,3,24,EMP3362,2,C_High,Male,Finance,7,4
21,1,36,EMP3363,3,High,Female,Finance,15,5
42,5,46,EMP3364,2,Medium,Non-binary,Retail,5,3
30,4,46,EMP3365,4,Medium,Non-binary,C.,7,2
53,4,32,EMP3366,5,Medium,Prefer not to say,Consulting,8,5
25,3,32,EMP3367,3,Medium,Female,Manufacturing,8,4
37,1,41,EMP3368,2,Medium,Non-binary,Consulting,12,1
54,1,30,EMP3369,3,Low,Female,Finance,0,4
35,2,33,EMP3370,3,Low,Non-binary,Manufacturing,5,2
25,5,46,EMP3371,2,Low,Male,Healthcare,13,4
56,5,28,EMP3372,1,Low,Prefer not to say,Education,9,2
21,2,42,EMP3373,2,Low,Prefer not to say,Retail,4,4
58,4,36,EMP3374,2,Medium,Prefer not to say,Finance,9,1
35,4,32,EMP3375,5,L_Medium,Male,Ed.,7,2
85,5,54,EMP3376,5,High,Prefer not to say,Educa.,3,5
31,2,45,EMP3377,3,High,Male,Education,0,3
54,5,41,EMP3378,1,High,Non-binary,Healthcare,12,4
90,4,27,EMP3.,5,High,Prefer not to say,Retail,1,2
40,3,44,EMP3380,3,Medium,Male,IT,5,5
48,9,51,EMP3381,5,High,Female,Manufacturing,14,3
35,2,53,EMP3382,4,Low,Female,Finance,10,5
42,1,44,EMP3383,2,Medium,Prefer not to say,Consulting,7,1
53,5,44,EMP3384,4,High,Prefer not to say,Manufacturing,11,1
43,2,27,EMP3385,1,Medium,Male,Retail,7,2
98,4,56,EMP3386,4,High,Male,Education,9,5
47,1,42,EMP3387,2,Medium,Non-binary,Finance,1,3
52,4,46,EMP3388,4,Medium,Male,Manufacturing,4,3
20,5,50,EMP3389,5,High,Male,Education,0,3
24,2,42,EMP3390,3,Medium,Female,Healthcare,15,1
20,5,47,EMP3391,5,culture medium,Prefer not to say,Retail,13,4
47,5,40,EMP3392,5,High,Non-binary,Finance,11,1
46,1,50,EMP3393,3,Medium,Female,IT,12,1
41,4,52,EMP.,1,Low,Prefer not to say,Healthcare,12,5
52,5,43,EMP3395,2,Medium,Female,Education,5,2
48,5,37,EMP3396,5,High,Male,rbm_Education,0,2
59,4,35,EMP3397,5,Medium,Prefer not to say,Retail,6,4
25,1,22,Gy_EMP3398,3,Low,Female,Education,0,2
53,3,40,EMP3399,5,Low,Non-binary,Retail,4,3
49,3,38,EMP3400,5,High,Female,Consulting,9,5
40,1,23,EMP340I,4,Medium,Female,Manufacturing,9,5
79,3,46,EMP3402,2,High,Male,Consulting,10,1
47,2,37,UN0_EMP3403,4,Medium,Prefer not to say,Healthcare,7,3
33,4,25,EMP3404,1,High,Female,manufacture,2,3
42,10,27,EMP3405,1,Low,Non-binary,Education,8,3
36,5,22,EMP3406,9,High,Prefer not to say,Retail,6,3
22,4,46,EMP3407,1,High,Female,Retail,13,2
59,8,41,EMP3408,4,Medium,Prefer not to say,Manufacturing,4,4
52,1,55,EMP3409,2,Medium,Male,Finance,6,4
34,1,53,EMP3410,5,Low,Prefer not to say,Healthcare,14,3
45,5,43,EMP3411,1,High,Female,Education,8,5
28,1,41,EMP3412,4,Low,Female,Healthcare,11,1
52,4,31,EMP3413,7,Medium,Non-binary,Manufacturing,0,3
43,2,39,EMP3414,1,Low,Prefer not to say,Retail,1,4
47,4,31,EMP3415,2,High,Female,Manufacturing,2,5
27,5,34,EMP3416,1,Medium,Female,Healthcare,15,4
33,3,60,EMP3417,3,Low,Male,Consulting,2,1
81,3,27,EMP3418,3,Medium,Male,IT,10,4
54,1,52,8_EMP3419,2,Low,Male,Healthcare,3,4
24,8,31,EMP3420,9,Medium,Prefer not to say,Manufacturing,15,5
59,3,28,EMP3421,4,Low,Female,IT,10,3
45,1,57,EMP3422,4,Medium,Female,Healthcare,11,4
30,4,38,EMP3423,9,Low,Female,Manufacturing,0,4
48,3,43,EMP3424,4,High,Female,IT,0,4
55,4,36,EMP3425,4,Medium,Female,Consulting,8,5
30,1,57,EMP3426,4,High,Female,Retail,9,3
87,3,45,EMP3427,7,High,Female,Manufacturing,0,4
47,3,44,EMP3428,2,High,Male,IT,6,4
22,3,22,EMP3429,5,High,Non-binary,Education,9,4
83,2,53,EMP3430,1,Low,Non-binary,Healthcare,13,2
52,3,60,EMP3431,3,Low,Female,Finance,5,5
38,2,25,EMP343Z,1,Low,Male,Retail,14,4
44,3,32,EMP3433,4,Medium,Non-binary,Manuf.,11,2
46,1,40,EMP3434,3,Low,Prefer not to say,Healthcare,10,3
39,3,25,EMP3435,2,High,Prefer not to say,Consulting,12,3
46,3,42,EMP3436,4,High,Male,Education,12,5
98,3,39,EMP.,2,Low,Prefer not to say,Retail,4,5
36,1,23,EMP3438,3,High,Prefer not to say,Education,0,2
26,2,46,EMP3439,3,Low,Male,IT,4,5
35,10,38,EMP3440,4,Low,Non-binary,Finance,7,1
58,3,25,EMP3441,5,Medium,Male,Education,15,5
59,3,23,EMP3442,5,Medium,Female,Education,2,5
49,3,60,EMP3443,8,Medium,Female,IT,9,2
54,4,25,EMP3444,2,High,Female,Healthcare,3,5
34,1,39,EMP3445,2,High,Non-binary,Healthcare,1,5
45,3,37,EMP3446,4,High,Male,Retail,11,2
30,2,41,EMP3447,1,Medium,Non-binary,Finance,1,2
59,4,51,EMP3448,2,Low,Female,Healthcare,4,3
23,3,39,EMP3449,4,Low,Female,Education,2,1
57,5,35,EMP3450,4,high-topped,Female,LHh_Finance,8,4
20,8,55,EMP3451,3,Medium,Male,Education,12,5
40,3,48,EMP3452,2,High,Male,Retail,13,2
39,1,49,EMP3453,4,Low,Female,IT,10,3
20,3,27,EMP3454,4,Medium,Female,Manufacturing,6,1
27,1,22,EMP3455,3,Medium,Non-binary,Education,5,1
55,3,40,EMP3456,5,High,Female,Education,9,2
46,9,48,EMP3457,3,High,Prefer not to say,Manufacturing,9,4
57,4,33,EMP3458,3,Low,Female,Consulting,12,3
51,3,52,EMP3459,3,High,Female,Finance,15,4
35,2,27,EMP3460,2,Low,Non-binary,Manufacturing,4,1
91,4,43,EMP3461,1,High,Female,Manufacturing,2,2
29,3,28,EMP3462,5,Medium,Male,Healthcare,13,1
49,2,44,EMP3463,5,Low,Prefer not to say,Consulting,13,4
57,1,29,EMP3464,1,High,Non-binary,Consulting,8,3
33,2,44,EMP3465,2,High,Female,Healthcare,1,3
37,4,59,EMP34.,1,High,Non-binary,Healthcare,2,1
50,4,23,vBy0_EMP3467,2,high-topped,Prefer not to say,Finance,12,3
31,1,49,EMP3468,1,Medium,Male,Consulting,11,5
40,1,58,EHD_EMP3469,3,High,Female,Healthcare,1,3
91,2,25,EMP3470,4,Low,Female,Finance,7,2
28,2,33,EMP3471,10,Medium,Prefer not to say,Finance,14,2
22,1,51,EMP3472,1,High,Female,IT,7,4
51,10,41,EMP3473,5,Medium,Non-binary,IT,0,5
28,3,60,EMP3474,2,Low,Prefer not to say,Consulting,9,5
35,1,39,EMP3475,3,Medium,Prefer not to say,manufacture,1,3
53,2,56,y_EMP3476,8,Medium,Female,Education,12,1
52,8,37,EMP3477,9,Low,Female,Manufacturing,4,5
53,4,33,EMP3478,4,Medium,Female,Consulting,14,2
60,2,43,EMP3479,1,High,Male,Finance,6,5
24,3,31,EMP3480,2,qRm_Low,Prefer not to say,Consulting,10,5
49,3,26,EMP3481,4,Low,Prefer not to say,Retail,0,2
34,5,49,EMP3482,3,High,Female,Finance,9,4
56,3,24,EMP3483,1,Medium,Male,IT,12,5
25,5,43,Kz1e_EMP3484,2,Low,Non-binary,Healthcare,2,1
21,1,48,EMP3485,4,Low,Male,Manufacturing,10,2
35,8,30,UlS_EMP3486,1,Medium,Female,Retail,3,5
28,4,57,EMP3487,2,Medium,Female,Healthcare,4,1
21,9,52,EMP3488,4,Medium,Female,Retail,6,5
43,5,45,EMP3489,2,high-topped,Male,Finance,5,5
35,4,59,EMP3490,2,High,Male,Finance,1,1
80,5,57,EMP3491,4,Low,Prefer not to say,Manufacturing,14,5
57,4,51,EMP3492,1,Low,Prefer not to say,Education,0,5
31,2,29,EMP3493,5,Low,Male,Education,14,2
52,1,26,EMP3494,2,Low,Male,IT,11,5
58,8,38,EMP3495,3,High,Prefer not to say,Education,4,2
39,3,30,EMP3.,5,Medium,Non-binary,manufacture,2,3
41,2,40,EMP3497,3,High,Prefer not to say,IT,11,2
26,3,47,EMP3498,3,Medium,Non-binary,Consulting,0,4
28,2,25,EMP3499,3,High,Female,Healthcare,5,1
31,3,42,EMP3500,3,Medium,Male,Retail,14,1
47,5,42,EMP3501,2,Medium,Female,IT,3,1
56,1,40,EMP3502,2,Medium,Male,Healthcare,9,3
24,1,28,EMP3503,2,Low,Non-binary,Healthcare,13,1
25,5,59,nqC_EMP3504,5,high-topped,Male,Consulting,11,4
33,9,39,EMP3505,3,Low,Non-binary,Manufacturing,11,5
36,4,32,EMP3506,1,Medium,Non-binary,Finance,4,1
23,3,40,EMP3507,1,Low,Prefer not to say,Education,12,3
32,1,57,EMP3508,3,Medium,Female,DJI_Manufacturing,11,4
41,10,32,EMP3509,8,High,Male,Education,9,4
54,5,36,EMP3510,4,Medium,Female,Healthcare,14,1
60,4,32,x_EMP3511,5,High,Prefer not to say,IT,4,5
23,1,41,EMP351Z,10,Low,Female,Fi.,1,2
54,4,47,EMP3513,5,High,Male,Education,7,3
41,5,36,EMP3514,5,High,Prefer not to say,Finance,14,1
34,8,50,EMP3515,1,Low,Male,Consulting,15,1
