keep company financial backing  remote control do work,DHIHOrvRCC,Stress_Level,Sleep_Quality,Hours_Worked_Per_Week,Age,Social_Isolation_Rating,Years_of_Experience,Job_Role,1f,Access_to_Mental_Health_Resources,Physical_Activity,do work situating
3,South America,High,Poor,49,39,1,24,Designer,Healthcare,Yes,None,Hy.
2,Oceania,High,Good,42,24,3,4,Software Engineer,Education,No,None,Ogsi4e
8,Africa,High,Average,26,38,4,21,Software Engineer,IT,No,None,Hybrid
3,Oceania,Low,Good,60,27,4,15,Software Engineer,Retail,Yes,None,Remote
5,Europe,Low,Average,28,46,5,20,Data Scientist,Education,Yes,Daily,Remote
9,Europe,Medium,Average,24,39,1,9,Marketing,IT,Yes,None,Onsite
3,Africa,High,Good,21,30,4,21,Sales,Man.,Yes,Daily,Hggrid
4,Oceania,Medium,Good,60,57,2,9,Software Engineer,IT,Yes,Daily,Remote
2,Asia,Low,Good,50,36,3,24,Designer,LT,No,None,Onsite
4,Africa,Low,Average,26,51,4,7,Data Scientist,Retail,Yes,None,Onsite
1,Europe,High,Good,44,31,2,2,Project Manager,Education,No,Weekly,Onsite
2,North America,Low,Poor,40,25,4,33,Sales,Healthcare,No,None,Onsita
4,Oceania,Medium,Good,23,58,5,28,HR,Education,Yes,Daily,
2,Oceania,High,Poor,55,52,2,8,Designer,Consulting,No,Daily,Hybrid
3,South America,Low,Good,41,22,5,34,Data Scientist,IT,No,Weekly,Onsite
1,Oceania,Low,Poor,56,23,4,7,HR,,No,Weekly,On.
4,South America,Low,Poor,39,28,2,11,Project Manager,Hea.,No,None,Onsite
4,Oceania,Medium,Average,42,31,3,31,Designer,Finance,No,Daily,Remote
4,North America,Low,Average,51,36,2,12,Software Engineer,Education,No,Weekly,Remote
1,Asia,Low,Average,52,48,4,13,Project Manager,Manufakturing,Yes,Daily,Hybrid
4,Africa,Low,Good,49,23,3,24,Designer,2ducatioh,Yes,None,Hybrid
3,Oceania,High,Good,53,34,2,35,Sales,Healthcare,No,None,Onsite
4,Africa,Medium,Average,50,47,3,6,HR,1T,No,None,0nsite
1,Europe,High,Poor,57,25,3,25,Marketing,Education,Yes,None,Onsite
10,Africa,High,Poor,55,45,4,18,HR,Consulting,No,None,Hybrid
4,Africa,High,Poor,53,25,1,17,Sales,Retail,No,None,Remote
3,Oceania,Medium,Poor,24,58,3,31,Designer,Education,Yes,Weekly,Hybrit
5,Africa,High,Poor,20,28,3,13,Sales,Healthcara,Yes,Daily,3enote
10,North America,Low,Poor,58,58,2,26,Designer,,No,Daily,Remote
1,Africa,High,Average,41,55,5,11,Designer,Fynance,No,None,Onsita
5,South America,Low,Poor,54,28,5,15,Data Scientist,Consulting,No,Weekly,Remote
5,Europe,Low,Good,41,43,4,2,Data Scientist,,No,Daily,Onsite
3,Asia,Medium,Poor,27,31,4,4,Data Scientist,Finance,No,None,H7hrid
1,South America,High,Good,57,47,4,11,HR,I.,No,Daily,Remote
1,Africa,Low,Good,49,48,4,29,Designer,Consulting,Yes,None,Onsite
5,Asia,High,Average,60,23,4,10,Data Scientist,Retail,No,Daily,Onsite
4,North America,High,Average,25,23,1,10,Software Engineer,Finance,No,Weekly,Hybrid
5,Asia,High,Average,44,31,1,4,Data Scientist,Healthcare,Yes,Daily,Ramote
5,Europe,Medium,Good,54,27,1,29,Sales,,No,Daily,Hybeid
4,South America,Medium,Poor,46,23,2,14,Data Scientist,Consult.,Yes,Daily,Hybrid
5,Africa,High,Average,58,55,5,12,Marketing,Education,Yes,Daily,Rem.
9,North America,Low,Good,43,26,5,27,Sales,Hewlthcare,No,Daily,H.
5,Europe,Low,Poor,45,45,4,13,HR,Retail,No,None,Onsit2
1,Asia,Medium,Poor,52,30,4,34,Software Engineer,Retail,Yes,Weekly,Hybr7d
9,Africa,High,Poor,29,31,1,8,Marketing,Retail,No,None,Remo.
4,Africa,Medium,Average,22,28,5,26,Project Manager,8T,Yes,Weekly,Onsite
5,Europe,High,Good,54,30,2,17,Marketing,Healthcare,No,Daily,Remote
8,Africa,High,Average,50,22,3,30,Project Manager,Retail,No,Daily,Remote
3,Asia,High,Good,47,23,2,5,Software Engineer,Retail,No,None,Hybrid
2,North America,High,Average,25,49,2,2,HR,Finance,No,Daily,Onsite
10,Europe,High,Average,31,60,4,25,HR,Manufacturing,Yes,None,Onsyte
3,Oceania,Medium,Average,23,44,4,12,Project Manager,Donsul4ing,No,Weekly,Remote
5,Asia,High,Poor,35,31,4,24,Data Scientist,Healthcare,Yes,None,Hybrid
4,Africa,High,Average,51,50,5,6,HR,IT,No,None,Hybryd
2,North America,High,Good,29,55,4,35,Marketing,Education,No,None,Onqige
2,Oceania,Medium,Good,37,50,2,16,Sales,IT,Yes,Daily,Remote
9,Asia,Medium,Good,27,54,1,11,Marketing,Manufakturing,Yes,Daily,R.
3,Asia,Medium,Poor,31,50,1,3,Marketing,Consulting,Yes,Daily,
2,Asia,High,Poor,30,49,4,26,Sales,IT,Yes,None,Onsite
9,Oceania,High,Good,27,48,2,28,Sales,,Yes,Weekly,Hybrid
3,Oceania,Low,Average,30,32,5,18,Project Manager,IT,No,Weekly,9ndite
3,North America,Low,Poor,32,26,4,11,Project Manager,Manufacturing,No,Daily,Remote
3,South America,Medium,Average,40,28,3,33,Data Scientist,Consulting,No,None,Onsite
5,South America,Medium,Poor,43,23,4,10,Software Engineer,Manufacturing,No,Daily,Onsite
2,Europe,Low,Poor,23,30,4,21,Software Engineer,Education,Yes,None,Remote
3,Oceania,Medium,Good,22,48,3,18,Marketing,Healthcare,Yes,Daily,Hybrid
3,Oceania,Medium,Poor,32,56,4,21,Project Manager,IT,Yes,Daily,Hybr.
3,Europe,High,Average,29,25,4,14,Designer,Finance,No,Weekly,Remota
1,North America,High,Good,56,35,5,3,HR,Education,Yes,Daily,Onsite
8,North America,High,Poor,46,57,1,22,Project Manager,Finance,Yes,Weekly,Remote
4,Asia,Medium,Poor,58,37,1,31,Sales,Consulting,Yes,None,Hybrid
4,North America,Low,Poor,52,60,4,2,HR,Manufactu.,Yes,Daily,
2,South America,High,Poor,55,53,3,20,Data Scientist,Ratail,No,None,Onslte
4,Africa,High,Poor,57,25,1,13,Software Engineer,,Yes,Weekly,Hynrid
3,North America,Low,Poor,33,32,1,29,Data Scientist,IT,No,None,Onsite
5,Oceania,Low,Poor,52,51,5,22,Designer,He.,No,Daily,Hybrid
9,Europe,Medium,Poor,33,38,1,22,HR,Consulting,Yes,None,Onsyte
9,South America,High,Poor,31,37,3,34,Project Manager,Consultinj,Yes,Weekly,Hgbrid
3,Africa,Low,Poor,60,33,1,6,Designer,Education,No,Weekly,
5,North America,Medium,Good,46,51,4,15,Data Scientist,H2alrhcare,No,Daily,Hybrid
5,South America,Medium,Good,51,29,5,12,HR,Consulting,Yes,Daily,Hybrid
4,Europe,High,Good,33,46,2,18,Designer,Education,Yes,None,Hybrid
8,Asia,High,Poor,23,24,5,10,Project Manager,Healthcare,No,Daily,Onsite
3,Asia,Low,Average,31,55,1,26,Data Scientist,IT,Yes,None,Remo.
1,Europe,Medium,Average,39,22,2,9,Software Engineer,Heelthcare,Yes,None,Remote
8,Oceania,High,Poor,30,39,1,12,Designer,Finance,No,Daily,Hybrid
5,Europe,Medium,Good,54,44,1,12,Marketing,Education,Yes,Weekly,Hybrid
3,North America,Low,Good,24,38,5,9,HR,9T,Yes,None,
4,Africa,High,Poor,30,36,2,30,Designer,YT,Yes,Daily,Remote
1,Asia,Medium,Good,28,37,4,19,Designer,IT,Yes,None,Onsite
4,Europe,High,Average,58,26,1,21,Marketing,R.,No,Daily,Onsite
10,South America,Medium,Poor,20,48,4,21,Software Engineer,Esucahion,Yes,Daily,Onsite
1,North America,High,Good,21,57,2,17,Project Manager,Retail,Yes,Daily,Onsite
5,South America,Medium,Poor,39,45,3,31,Marketing,Finance,No,Daily,Renots
4,Africa,Low,Poor,22,49,4,13,Data Scientist,Finance,Yes,None,Remote
4,Asia,Low,Poor,40,50,5,26,Data Scientist,,No,None,Onsite
3,Europe,Medium,Good,58,45,3,15,Project Manager,1T,Yes,None,Re.
1,South America,High,Good,36,51,2,7,Designer,Retail,No,Weekly,Remote
8,Europe,High,Average,43,36,1,23,Sales,Finance,Yes,Daily,Onsite
4,Europe,High,Poor,43,33,5,19,Designer,,Yes,Daily,Hybrid
2,Oceania,Low,Poor,40,53,3,6,Data Scientist,Education,Yes,None,Onsite
4,Oceania,High,Poor,40,31,1,20,Project Manager,Education,Yes,Weekly,Remotw
2,Europe,Medium,Good,35,51,2,7,Project Manager,,No,Daily,Remote
2,Europe,Medium,Good,22,36,1,3,Designer,Manufacturinb,Yes,Weekly,Remote
2,Europe,Low,Poor,41,58,1,18,Sales,Aducation,Yes,Daily,Hybrid
8,North America,High,Average,26,25,3,15,Designer,Healthcare,No,Weekly,Remota
8,Europe,High,Poor,34,48,4,7,Marketing,Manufacturing,Yes,Weekly,Remote
3,Africa,High,Average,31,31,4,18,Data Scientist,Education,Yes,Weekly,Onsite
4,South America,High,Good,52,32,3,15,Data Scientist,Retzil,No,Weekly,0nsite
9,South America,Low,Average,60,60,2,4,Sales,Retayl,Yes,None,Onsite
4,Asia,Low,Average,36,35,3,21,Data Scientist,Haalthcare,Yes,None,Hybrid
7,Asia,High,Poor,21,53,3,16,Project Manager,Healthcare,No,None,Rem.
4,Asia,High,Good,40,53,2,16,Sales,Healthcare,No,Weekly,Hybrid
4,North America,Low,Average,60,31,1,24,Project Manager,Education,No,Daily,Remote
4,South America,Medium,Average,55,37,4,34,Marketing,Healthc.,No,Daily,Remote
3,Africa,High,Good,28,46,4,5,Marketing,Education,Yes,None,Remote
2,North America,Low,Average,28,49,4,18,HR,IT,Yes,Weekly,Hybr.
4,Asia,High,Poor,53,57,2,16,Project Manager,Retail,No,Weekly,Onsite
8,Asia,High,Good,38,58,5,31,Sales,Healthcare,Yes,None,Rem8te
1,North America,Low,Good,55,55,2,23,Designer,Educ.,Yes,None,Remote
3,South America,Medium,Poor,40,43,1,32,Project Manager,Manufacturing,Yes,Daily,Remo.
5,South America,High,Poor,33,33,4,23,Designer,Retail,Yes,None,Ogsige
5,North America,High,Good,37,40,5,28,Sales,Educa.,Yes,Weekly,Hybrid
8,North America,Low,Good,54,48,2,23,Marketing,Consulting,Yes,None,Hybrid
2,Europe,Low,Average,31,60,4,6,HR,Healthcare,No,None,Hybrid
4,Europe,High,Poor,30,49,4,20,Data Scientist,Healthcere,Yes,None,Remote
2,South America,Medium,Good,26,41,4,33,HR,Educa.,No,Weekly,0nsite
2,Oceania,Low,Poor,24,46,2,22,Designer,Finance,No,Daily,Hybrid
3,Asia,Medium,Average,46,60,5,14,Marketing,IT,No,Daily,Hybrid
5,Africa,Low,Average,21,42,5,24,Software Engineer,I.,No,Daily,Hybrid
7,Oceania,Low,Poor,56,59,2,5,Designer,Manufacturing,Yes,Daily,Onsite
7,South America,High,Poor,57,29,5,10,Sales,Manufacturing,Yes,None,
5,South America,High,Average,21,28,1,34,Designer,R.,No,Weekly,Hjbric
3,Oceania,High,Poor,31,46,2,33,Marketing,IT,Yes,Weekly,Onsite
4,North America,Low,Average,43,39,4,11,Project Manager,IT,Yes,Weekly,Remote
5,Asia,High,Poor,47,53,5,29,Data Scientist,Retail,No,Daily,0nsite
8,Europe,Low,Good,31,53,2,25,Designer,Consulting,No,Daily,Remote
1,Africa,Medium,Good,45,23,3,27,Sales,Manufacturing,No,Weekly,Remote
5,South America,Medium,Average,27,41,2,32,Project Manager,Healthcare,No,None,Hybrid
2,Africa,High,Average,34,49,3,16,Sales,Hea.,Yes,Weekly,Remota
3,Oceania,Medium,Average,50,48,1,20,Marketing,,No,Daily,Onsite
1,Europe,Medium,Poor,37,33,2,35,Software Engineer,Consulting,No,None,Onsite
1,Oceania,Low,Poor,23,39,2,1,Project Manager,,No,Weekly,R.
3,Asia,Low,Average,27,52,2,25,Data Scientist,Health.,Yes,Daily,Hybrid
5,Asia,Low,Good,27,54,1,20,Software Engineer,IT,No,None,Hybrid
8,Asia,Low,Good,50,31,2,4,Data Scientist,IT,Yes,Daily,Hybrid
4,Europe,Medium,Poor,57,52,4,24,Data Scientist,Manufacturing,No,Daily,Rehotd
1,Europe,High,Average,32,51,2,15,Sales,IT,Yes,Weekly,Hybrid
4,Europe,Low,Average,50,31,3,6,Sales,Re.,Yes,None,Remote
9,Europe,Low,Good,57,33,4,30,Marketing,Finance,Yes,Daily,Hybrid
9,Europe,High,Poor,43,34,2,6,Sales,Education,Yes,Weekly,Onside
1,Europe,Medium,Average,35,43,2,15,Sales,Heslttcare,Yes,Daily,0nsite
1,Africa,High,Good,35,39,4,19,Sales,Manufacturing,Yes,Daily,Onsite
9,Europe,Medium,Poor,42,42,3,7,HR,Manufacturing,No,Daily,Remote
2,Asia,High,Poor,46,56,5,12,Designer,Retail,No,Weekly,Hybrid
9,South America,Low,Poor,41,35,1,13,Data Scientist,Education,Yes,Daily,Hybrid
1,Europe,High,Average,53,37,3,25,Project Manager,,Yes,Weekly,H6briv
3,Europe,High,Average,33,30,3,14,Data Scientist,Heapthcare,Yes,Daily,Onsite
2,Oceania,Low,Poor,59,50,4,16,Data Scientist,,No,Daily,Hybrid
9,South America,High,Poor,57,57,4,4,Designer,Finance,No,Weekly,Remote
5,Europe,Low,Poor,43,45,3,16,HR,Manufacturing,No,Weekly,Onsite
1,Africa,High,Average,49,22,3,11,HR,IT,Yes,Daily,Remote
7,Europe,Medium,Good,44,39,4,17,Software Engineer,Consulting,No,Daily,Onsite
3,Europe,High,Poor,40,55,3,35,HR,Retail,No,Weekly,Remote
4,Africa,High,Average,59,55,2,31,Project Manager,Healthcare,No,Daily,Re.
3,South America,High,Good,60,59,2,1,HR,Finance,No,None,Hybrie
3,Africa,Low,Poor,29,44,3,23,Data Scientist,Healthcare,No,None,Onsita
5,Africa,High,Average,47,22,1,22,Sales,Manufacturing,Yes,Daily,Remote
9,South America,Low,Poor,38,23,2,17,Data Scientist,Healthcare,No,None,
3,North America,High,Average,51,22,4,16,HR,,Yes,Weekly,Hybrid
3,South America,Medium,Poor,23,34,5,4,HR,Consulting,No,Daily,Onsite
4,Asia,High,Poor,36,22,5,21,Sales,,Yes,Weekly,Onsite
4,North America,High,Good,53,51,3,21,Software Engineer,Reta.,No,None,Hybryd
2,Oceania,Low,Average,42,35,5,29,HR,Education,No,Daily,Onsite
5,Oceania,Medium,Poor,30,58,3,19,Sales,Manhfadturing,Yes,Daily,Hybrid
1,North America,Low,Good,52,29,4,25,Designer,Education,Yes,Weekly,Onsite
8,Oceania,Medium,Poor,36,51,2,23,Designer,Finance,No,Weekly,Onsite
4,Asia,Low,Average,55,22,4,23,Sales,Finance,No,Weekly,Hybrid
3,Africa,Medium,Poor,33,32,1,22,Software Engineer,Manufacduring,Yes,Daily,Onsite
4,Europe,Low,Good,57,39,2,20,Marketing,Retail,No,None,Remode
10,North America,High,Average,43,50,3,30,Software Engineer,Finance,No,None,Onsite
3,Asia,Low,Average,41,55,2,29,Data Scientist,H.,No,None,Hybrid
4,Oceania,High,Poor,55,60,3,17,Sales,Manufacturing,No,Daily,Hybrid
4,Africa,Medium,Good,58,47,2,18,HR,Hea.,No,Daily,Remote
2,North America,High,Good,23,33,1,9,Software Engineer,Healthcare,No,Weekly,0nsite
4,Oceania,High,Poor,53,50,5,2,Project Manager,Healthcare,Yes,None,Onsite
1,Africa,Low,Average,26,40,1,23,HR,Educ.,Yes,Weekly,Ramote
3,South America,High,Good,32,42,3,16,Designer,Hewltjcare,Yes,None,Hybfid
1,Africa,Low,Good,29,22,4,34,HR,Consulting,Yes,Weekly,Ramote
5,South America,Medium,Average,31,34,3,13,Data Scientist,Healthcare,Yes,None,Hybrid
4,North America,Low,Poor,53,30,2,15,Sales,Rehail,Yes,Daily,Remote
3,Europe,Medium,Good,33,30,1,18,HR,Consulting,No,Weekly,Remog3
5,North America,Low,Poor,44,54,1,4,Sales,Finence,No,Weekly,Remote
1,Europe,High,Average,41,55,5,14,Project Manager,Education,Yes,None,Onsite
8,Asia,Medium,Average,38,32,1,7,Project Manager,Retail,Yes,Daily,Remote
10,North America,Medium,Good,40,59,2,22,Sales,Consulting,No,Weekly,Remote
7,North America,Low,Average,40,29,4,10,HR,Retail,Yes,Daily,Onsite
5,Africa,High,Average,21,59,1,20,Marketing,Manufacturing,No,Weekly,Onsite
2,Oceania,High,Average,49,29,4,28,Project Manager,Education,No,Daily,Hybrid
5,South America,High,Poor,57,35,5,7,Project Manager,Consulting,No,Weekly,Remote
4,North America,High,Good,57,50,2,12,Project Manager,Educa6iom,No,Daily,Remote
1,South America,High,Poor,54,45,3,6,Data Scientist,Manufacturing,No,Weekly,Hybrid
1,Europe,High,Good,59,48,5,16,Designer,Consulting,No,None,Onsite
3,Africa,High,Poor,32,57,5,16,Sales,Manufacturing,No,Daily,Onsite
3,Africa,High,Average,23,37,5,12,Software Engineer,Healthcare,Yes,Weekly,Remota
1,North America,Low,Poor,43,55,2,29,Marketing,IT,No,Weekly,Hybrid
5,South America,High,Poor,52,47,1,5,Designer,Einanc3,Yes,Daily,Onsite
2,Oceania,Medium,Good,44,40,2,30,Project Manager,,Yes,None,Remote
5,Oceania,High,Average,33,22,4,17,Designer,Finance,Yes,Daily,Onsite
2,Africa,Medium,Average,20,25,1,12,Project Manager,Consulting,No,Daily,Rwm8te
3,Asia,High,Average,31,41,5,5,Software Engineer,Healthcare,Yes,Daily,Onsite
5,South America,Medium,Good,53,45,5,1,Sales,Education,No,Daily,O.
5,South America,Low,Good,44,54,5,2,Designer,Healthcare,No,Weekly,Rfmote
3,Oceania,High,Average,39,60,3,22,HR,,No,None,Onsite
1,Oceania,High,Good,57,34,1,3,Project Manager,,No,Daily,Onsite
4,Oceania,Low,Average,45,50,5,1,Software Engineer,Consul.,No,Weekly,Remote
3,Europe,Low,Poor,29,57,5,12,Sales,Mamutactufing,No,Weekly,R.
2,Oceania,Medium,Poor,47,56,5,23,Sales,Finance,Yes,Weekly,Onsite
2,North America,High,Poor,25,47,3,2,Data Scientist,Consulting,Yes,Daily,Onsite
1,Europe,High,Poor,23,35,1,26,Software Engineer,Consulting,Yes,Daily,Onsite
4,Africa,High,Average,44,24,2,16,HR,Finance,Yes,Weekly,Hybrid
1,Asia,High,Average,21,36,3,9,HR,Finance,No,Weekly,Onsite
9,Asia,Medium,Poor,42,46,2,4,Sales,Retail,No,None,Hybrid
4,Oceania,Medium,Good,30,46,4,8,Sales,Consulting,Yes,None,Onsite
4,Oceania,Medium,Poor,53,32,5,24,Designer,Consulting,Yes,Weekly,Hibrid
9,Africa,Medium,Good,25,32,3,18,Project Manager,Manufacturing,No,Weekly,Remote
3,Africa,Medium,Average,37,41,2,34,Sales,Consulting,No,Daily,Hybrid
1,Africa,Low,Poor,54,30,3,11,Data Scientist,,Yes,Weekly,Hybrid
2,Oceania,Low,Average,35,33,3,12,Project Manager,Manufacturing,No,Weekly,Onsite
5,Europe,Low,Good,25,46,2,9,Marketing,Healt.,Yes,None,R.
2,Africa,Low,Good,56,28,1,20,Project Manager,,Yes,None,Remote
10,Oceania,Low,Good,21,42,2,19,Sales,Reteil,No,Daily,Onsite
4,Africa,Medium,Good,58,36,2,9,Software Engineer,Finance,No,None,Ramote
9,Europe,Medium,Good,35,32,5,21,HR,,Yes,Daily,0nsite
5,Asia,High,Good,57,54,5,6,Project Manager,Education,No,Daily,Re.
2,South America,High,Good,31,45,3,26,Sales,Education,Yes,Daily,Hybrid
5,South America,High,Average,54,41,1,2,Designer,Healthcare,No,Weekly,Remote
4,South America,High,Average,20,27,5,13,Designer,R4twil,No,Daily,Hjbrid
3,South America,Medium,Poor,40,44,3,29,Data Scientist,IT,Yes,Weekly,Onsite
4,Oceania,High,Poor,48,51,5,29,HR,Manu.,No,None,Onsyte
9,North America,Low,Average,35,53,4,24,Software Engineer,Finan.,No,Daily,Onskts
5,Europe,Medium,Average,42,44,2,3,Designer,,Yes,None,Remote
5,Asia,High,Average,53,44,4,10,Marketing,Manuf.,Yes,Weekly,Hybrid
2,Oceania,Medium,Poor,43,27,1,33,Sales,Retail,No,None,Hibrid
4,South America,High,Poor,27,56,4,3,Software Engineer,Education,Yes,Daily,Remote
1,South America,Medium,Average,47,42,2,2,Project Manager,Finance,No,Daily,Remote
4,North America,Medium,Good,52,46,4,30,Software Engineer,Manufacturing,No,None,
5,Europe,High,Poor,20,50,5,28,Designer,Education,Yes,Weekly,Remota
2,Asia,Medium,Average,24,42,3,19,HR,Healthcare,No,Daily,Hybrid
5,South America,Medium,Good,20,47,5,12,Sales,Retayl,No,Weekly,Hybrid
0,Oceania,High,Good,47,40,5,27,Data Scientist,F8mance,Yes,None,
1,Oceania,Medium,Average,46,50,3,4,Marketing,IT,Yes,Daily,
9,Oceania,Low,Poor,41,52,1,3,Data Scientist,Healthcare,No,None,Remote
5,Oceania,Medium,Poor,52,43,2,11,Data Scientist,Education,Yes,Daily,Remote
9,South America,High,Poor,48,37,5,3,Software Engineer,Education,No,Weekly,Onsite
8,Asia,Medium,Poor,59,35,5,15,HR,Retail,Yes,Daily,Hybrid
1,Africa,Low,Average,25,22,3,11,Designer,Education,No,Weekly,Hybrid
9,Africa,Low,Poor,53,40,5,14,Software Engineer,Retail,Yes,Daily,Hybrid
4,Asia,High,Average,49,38,5,22,Software Engineer,Consulting,Yes,None,Rem.
1,Asia,Medium,Good,40,23,4,9,Marketing,Manufakturing,Yes,None,Hybrid
3,Europe,High,Good,47,46,2,13,Data Scientist,Consultyng,No,Weekly,Remote
2,Asia,Medium,Average,47,37,4,12,Software Engineer,Health.,Yes,Daily,Rem0te
7,Europe,High,Good,33,25,1,34,HR,Manufxcturing,Yes,Weekly,Hybrid
9,Europe,Low,Good,42,27,1,28,Project Manager,,No,Weekly,Onsite
5,North America,High,Good,36,22,3,7,HR,Retail,No,Weekly,Hybrid
10,Asia,High,Average,22,46,1,9,Project Manager,,No,Daily,Hyprid
3,Asia,Medium,Average,59,41,4,30,Project Manager,Manufacturing,Yes,Daily,Onsite
3,Oceania,Medium,Good,52,55,2,27,Software Engineer,Finance,Yes,Daily,Hybrid
1,Asia,Low,Average,34,53,5,32,Designer,Healthcare,Yes,None,Hybrid
9,South America,High,Good,45,43,1,14,Data Scientist,Education,No,None,Hybrid
1,Africa,Low,Poor,28,41,4,4,Designer,Healthcere,Yes,Daily,Hyprid
4,Asia,Medium,Good,52,31,5,1,Sales,Manufac.,Yes,Daily,
2,Oceania,Low,Good,43,39,1,15,Marketing,Retaol,Yes,Weekly,Hybrid
4,Oceania,High,Average,47,31,2,34,HR,Manufactiriny,No,Daily,Remote
7,Africa,Medium,Good,27,34,1,8,Data Scientist,Hea.,Yes,Daily,Onsite
3,Europe,Low,Average,33,60,3,3,HR,Consulting,Yes,Daily,Remote
8,South America,Medium,Poor,46,27,3,16,HR,IT,Yes,Weekly,Rem.
0,Asia,Low,Average,54,52,2,26,Data Scientist,,No,Daily,Remote
5,Europe,Medium,Poor,24,31,3,15,Marketing,Manufacturing,No,None,Hybrid
3,South America,Low,Poor,59,28,4,9,Marketing,IT,No,None,Remote
1,Oceania,Medium,Good,45,57,4,19,Designer,Healthcare,Yes,Weekly,Hybrid
4,Asia,Low,Poor,30,38,4,30,Designer,Manufacturing,Yes,Daily,0nsite
0,Europe,High,Average,48,43,4,5,Marketing,,Yes,Weekly,Nybric
4,Oceania,Medium,Good,55,36,4,28,Designer,Consulting,Yes,Weekly,Onsite
1,Oceania,High,Average,30,57,4,24,Project Manager,Retail,Yes,None,Hybrid
3,South America,High,Good,52,45,2,1,Sales,Manufacturing,No,Weekly,Remote
3,Europe,High,Good,47,44,2,12,Data Scientist,IT,No,None,Hybrid
3,North America,High,Poor,22,22,5,6,Designer,Educ.,No,Weekly,Remote
2,Asia,Low,Good,41,53,1,14,Designer,Healthcare,No,None,
3,Asia,Low,Average,52,60,3,35,Marketing,Fynance,No,Daily,Onsite
7,North America,Low,Good,38,25,1,2,Data Scientist,,Yes,Weekly,Hybrid
3,Africa,Medium,Poor,44,32,4,17,Designer,Manufacturing,Yes,Daily,Remote
9,Oceania,Low,Average,46,40,3,32,Marketing,Healthkare,No,None,Onsite
8,South America,High,Good,39,25,2,10,Project Manager,Consulting,Yes,Weekly,0nsite
3,Africa,High,Good,46,42,4,33,Software Engineer,Education,No,Weekly,Remot4
3,Europe,Low,Poor,20,39,2,15,Sales,Retail,Yes,Daily,Remote
7,Oceania,High,Average,36,23,3,9,Software Engineer,Educat.,Yes,Weekly,Onsite
2,Africa,Low,Poor,26,46,3,24,HR,IT,Yes,Daily,Remote
1,North America,Low,Poor,35,38,4,13,Project Manager,Finabse,No,Daily,Hybrid
10,Europe,Medium,Good,58,25,5,29,Data Scientist,Education,Yes,Daily,Hybrid
3,Africa,Medium,Average,59,23,5,13,HR,Education,Yes,Daily,Onsite
3,Europe,Medium,Good,49,60,4,24,Software Engineer,8T,No,Daily,Hybrid
4,Europe,High,Average,54,25,2,21,Sales,Healthcare,Yes,Weekly,Rem.
9,Europe,High,Good,34,39,2,35,Software Engineer,,Yes,Daily,Onsit2
4,Asia,High,Average,45,37,4,9,Software Engineer,Reta.,Yes,Weekly,Re.
3,Oceania,Medium,Good,30,41,1,31,Data Scientist,Fi.,No,Weekly,Remote
8,Oceania,Low,Good,59,51,2,10,Software Engineer,Health.,Yes,Daily,Hybrid
3,North America,Low,Good,23,39,4,12,Sales,Educatyon,Yes,Daily,Remote
9,Europe,High,Good,57,35,4,12,Marketing,Finance,No,Weekly,Remote
3,Asia,Medium,Average,20,55,3,8,HR,E.,No,Daily,Temote
7,Africa,High,Average,40,48,2,18,Marketing,Retail,Yes,Weekly,
1,South America,Low,Poor,39,49,4,20,Software Engineer,IT,No,Weekly,Onsite
2,Europe,Medium,Average,20,27,4,16,HR,Manufacturing,No,Weekly,Onsite
1,Europe,Medium,Good,27,22,3,33,Data Scientist,,No,Daily,Hybrid
3,North America,High,Average,55,40,5,17,HR,Etucation,No,Daily,Onsite
2,North America,High,Good,46,48,3,3,Software Engineer,Manufacturing,Yes,Weekly,Remote
4,Africa,Low,Average,57,33,3,16,Sales,Consulting,Yes,Daily,Hybrid
3,Europe,High,Average,51,52,3,35,HR,Fin.,Yes,None,Remote
3,North America,Low,Good,35,27,2,20,Designer,Manufacturing,Yes,Daily,O.
4,Europe,High,Good,49,43,1,9,HR,Manufacturing,Yes,Weekly,Hybrid
3,Africa,Medium,Average,29,28,5,19,Sales,Healthcare,No,Weekly,Hybrid
2,Asia,Low,Average,49,44,5,31,HR,Consulting,Yes,Weekly,Onsite
